token,lemma,aspect,form,transitivity,number,tense,mood,person,voice
принято,принять,pf,partcp,tran,sg,praet,,,pass
выросший,вырасти,pf,partcp,intr,sg,praet,,,act
дающую,давать,ipf,partcp,tran,sg,praes,,,act
свернувшиеся,свернуться,pf,partcp,intr,pl,praet,,,med
обеспеченным,обеспечить,pf,partcp,tran,sg,praet,,,pass
связанные,связать,pf,partcp,tran,pl,praet,,,pass
накрытым,накрыть,pf,partcp,tran,sg,praet,,,pass
научившегося,научиться,pf,partcp,intr,sg,praet,,,med
отдан,отдать,pf,partcp,tran,sg,praet,,,pass
погасшую,погаснуть,pf,partcp,intr,sg,praet,,,act
окружающего,окружать,ipf,partcp,,sg,praes,,,act
воспринимающего,воспринимать,ipf,partcp,tran,sg,praes,,,act
приоткрытой,приоткрыть,pf,partcp,tran,sg,praet,,,pass
заимствована,заимствовать,pf,partcp,tran,sg,praet,,,pass
добытой,добыть,pf,partcp,tran,sg,praet,,,pass
происшедшее,произойти,pf,partcp,intr,sg,praet,,,act
запечатана,запечатать,pf,partcp,tran,sg,praet,,,pass
игравшим,играть,ipf,partcp,tran,sg,praet,,,act
жалящие,жалить,ipf,partcp,tran,pl,praes,,,act
привешенными,привесить,pf,partcp,tran,pl,praet,,,pass
достигнуто,достигнуть,pf,partcp,intr,sg,praet,,,pass
недопитой,недопить,pf,partcp,tran,sg,praet,,,pass
изгнанный,изгнать,pf,partcp,tran,sg,praet,,,pass
обесчещенный,обесчестить,pf,partcp,tran,sg,praet,,,pass
подошедший,подойти,pf,partcp,intr,sg,praet,,,act
скребущие,скрести,ipf,partcp,tran,pl,praes,,,act
читающих,читать,ipf,partcp,tran,pl,praes,,,act
завышена,завысить,pf,partcp,tran,sg,praet,,,pass
информированное,информировать,ipf,partcp,tran,sg,praet,,,pass
пишущих,писать,ipf,partcp,tran,pl,praes,,,act
заживающие,заживать,ipf,partcp,intr,pl,praes,,,act
выбитая,выбить,pf,partcp,tran,sg,praet,,,pass
вложенные,вложить,pf,partcp,tran,pl,praet,,,pass
взвешенном,взвесить,pf,partcp,tran,sg,praet,,,pass
запуганы,запугать,pf,partcp,tran,pl,praet,,,pass
пишущая,писать,ipf,partcp,,sg,praes,,,act
связывающим,связывать,ipf,partcp,tran,sg,praes,,,act
полученное,получить,pf,partcp,tran,sg,praet,,,pass
обритой,обрить,pf,partcp,tran,sg,praet,,,pass
выпускаемыми,выпускать,ipf,partcp,tran,pl,praes,,,pass
произошедшей,произойти,pf,partcp,intr,sg,praet,,,act
запутаны,запутать,pf,partcp,tran,pl,praet,,,pass
выходящими,выходить,ipf,partcp,intr,pl,praes,,,act
называемый,называть,ipf,partcp,tran,sg,praes,,,pass
изготовлен,изготовить,pf,partcp,tran,sg,praet,,,pass
обрабатываемого,обрабатывать,ipf,partcp,tran,sg,praes,,,pass
подготовленную,подготовить,pf,partcp,tran,sg,praet,,,pass
определяемая,определять,ipf,partcp,tran,sg,praes,,,pass
подписанной,подписать,pf,partcp,tran,sg,praet,,,pass
стоявший,стоять,ipf,partcp,intr,sg,praet,,,act
облачённые,облачить,pf,partcp,tran,pl,praet,,,pass
работавшая,работать,ipf,partcp,intr,sg,praet,,,act
идущем,идти,ipf,partcp,intr,sg,praes,,,act
действующая,действовать,ipf,partcp,intr,sg,praes,,,act
изготовленные,изготовить,pf,partcp,tran,pl,praet,,,pass
поступающие,поступать,ipf,partcp,intr,pl,praes,,,act
создан,создать,pf,partcp,,sg,praet,,,pass
изготовленных,изготовить,pf,partcp,tran,pl,praet,,,pass
запланированных,запланировать,pf,partcp,tran,pl,praet,,,pass
выталкивающая,выталкивать,ipf,partcp,tran,sg,praes,,,act
идущей,идти,ipf,partcp,intr,sg,praes,,,act
перемещённых,переместить,pf,partcp,tran,pl,praet,,,pass
называемой,называть,ipf,partcp,tran,sg,praes,,,pass
взвешенном,взвесить,pf,partcp,tran,sg,praet,,,pass
встроенными,встроить,pf,partcp,tran,pl,praet,,,pass
исписанных,исписать,pf,partcp,tran,pl,praet,,,pass
построены,построить,pf,partcp,tran,pl,praet,,,pass
сформулированные,сформулировать,pf,partcp,tran,pl,praet,,,pass
выполненная,выполнить,pf,partcp,tran,sg,praet,,,pass
помещена,поместить,pf,partcp,tran,sg,praet,,,pass
отлитых,отлить,pf,partcp,tran,pl,praet,,,pass
обновлённый,обновить,pf,partcp,tran,sg,praet,,,pass
выступающую,выступать,ipf,partcp,intr,sg,praes,,,act
подымающейся,подыматься,ipf,partcp,intr,sg,praes,,,med
выколачиваемых,выколачивать,ipf,partcp,tran,pl,praes,,,pass
изготовлен,изготовить,pf,partcp,tran,sg,praet,,,pass
действующей,действовать,ipf,partcp,intr,sg,praes,,,act
командующим,командовать,ipf,partcp,intr,pl,praes,,,act
начинающего,начинать,ipf,partcp,,sg,praes,,,act
действующая,действовать,ipf,partcp,intr,sg,praes,,,act
насыщены,насытить,pf,partcp,tran,pl,praet,,,pass
обрезанной,обрезать,pf,partcp,tran,sg,praet,,,pass
случившийся,случиться,pf,partcp,intr,sg,praet,,,med
действующей,действовать,ipf,partcp,intr,sg,praes,,,act
смывшей,смыть,pf,partcp,tran,sg,praet,,,act
удаляющимся,удаляться,ipf,partcp,intr,pl,praes,,,med
действующей,действовать,ipf,partcp,intr,sg,praes,,,act
стеревшего,стереть,pf,partcp,tran,sg,praet,,,act
занимавшейся,заниматься,ipf,partcp,intr,sg,praet,,,med
выступающую,выступать,ipf,partcp,intr,sg,praes,,,act
вытекающими,вытекать,ipf,partcp,intr,pl,praes,,,act
перешедшая,перейти,pf,partcp,tran,sg,praet,,,act
повышающая,повышать,ipf,partcp,tran,sg,praes,,,act
действующей,действовать,ipf,partcp,intr,sg,praes,,,act
встревоженное,встревожить,pf,partcp,tran,sg,praet,,,pass
съедающей,съедать,ipf,partcp,tran,sg,praes,,,act
действующая,действовать,ipf,partcp,intr,sg,praes,,,act
действующая,действовать,ipf,partcp,intr,sg,praes,,,act
выталкивающая,выталкивать,ipf,partcp,tran,sg,praes,,,act
служащие,служить,ipf,partcp,tran,pl,praes,,,act
оказавшегося,оказаться,pf,partcp,,sg,praet,,,med
действующая,действовать,ipf,partcp,intr,sg,praes,,,act
изданный,издать,pf,partcp,tran,sg,praet,,,pass
действующая,действовать,ipf,partcp,intr,sg,praes,,,act
сделано,сделать,pf,partcp,tran,sg,praet,,,pass
заклеенными,заклеить,pf,partcp,tran,pl,praet,,,pass
приподнявшегося,приподняться,pf,partcp,intr,sg,praet,,,med
написано,написать,pf,partcp,tran,sg,praet,,,pass
озвученным,озвучить,pf,partcp,tran,pl,praet,,,pass
выталкивающей,выталкивать,ipf,partcp,tran,sg,praes,,,act
потерянное,потерять,pf,partcp,tran,sg,praet,,,pass
запертым,запереть,pf,partcp,tran,sg,praet,,,pass
действующая,действовать,ipf,partcp,intr,sg,praes,,,act
перемещённых,переместить,pf,partcp,tran,pl,praet,,,pass
выталкивающая,выталкивать,ipf,partcp,tran,sg,praes,,,act
отгибаемая,отгибать,ipf,partcp,tran,sg,praes,,,pass
действующей,действовать,ipf,partcp,intr,sg,praes,,,act
выброшенные,выбросить,pf,partcp,tran,pl,praet,,,pass
выпавших,выпасть,pf,partcp,intr,pl,praet,,,act
сбережённые,сберечь,pf,partcp,tran,pl,praet,,,pass
наговорено,наговорить,pf,partcp,tran,sg,praet,,,pass
взвешенном,взвесить,pf,partcp,tran,sg,praet,,,pass
ошибавшегося,ошибаться,ipf,partcp,intr,sg,praet,,,med
окрепшим,окрепнуть,ipf,partcp,intr,pl,praet,,,act
выталкивающая,выталкивать,ipf,partcp,tran,sg,praes,,,act
выслушано,выслушать,pf,partcp,tran,sg,praet,,,pass
замыкающая,замыкать,ipf,partcp,tran,sg,praes,,,act
разочарован,разочаровать,pf,partcp,tran,sg,praet,,,pass
доносившуюся,доноситься,ipf,partcp,intr,sg,praet,,,med
находящиеся,находиться,ipf,partcp,intr,pl,praes,,,med
громыхающую,громыхать,ipf,partcp,intr,sg,praes,,,act
забывшаяся,забыться,pf,partcp,intr,sg,praet,,,med
горящей,гореть,ipf,partcp,intr,sg,praes,,,act
выталкивающая,выталкивать,ipf,partcp,tran,sg,praes,,,act
обусловлено,обусловить,pf,partcp,tran,sg,praet,,,pass
отогнутого,отогнуть,pf,partcp,tran,sg,praet,,,pass
заполняющего,заполнять,ipf,partcp,tran,sg,praes,,,act
заполняющего,заполнять,ipf,partcp,tran,sg,praes,,,act
прогрет,прогреть,pf,partcp,tran,sg,praet,,,pass
действующая,действовать,ipf,partcp,intr,sg,praes,,,act
наполненные,наполнить,pf,partcp,,pl,praet,,,pass
декорированы,декорировать,ipf,partcp,tran,pl,praet,,,pass
поставленной,поставить,pf,partcp,tran,sg,praet,,,pass
находящихся,находиться,ipf,partcp,intr,pl,praes,,,med
занимающегося,заниматься,ipf,partcp,intr,sg,praes,,,med
осуществлённого,осуществить,pf,partcp,tran,sg,praet,,,pass
произведённая,произвести,pf,partcp,tran,sg,praet,,,pass
допускающую,допускать,ipf,partcp,tran,sg,praes,,,act
потерянного,потерять,pf,partcp,tran,sg,praet,,,pass
утонувших,утонуть,pf,partcp,intr,pl,praet,,,act
прикрытое,прикрыть,pf,partcp,tran,sg,praet,,,pass
поросших,порасти,pf,partcp,intr,pl,praet,,,act
подчёркнутой,подчеркнуть,pf,partcp,tran,sg,praet,,,pass
обнявшихся,обняться,pf,partcp,intr,pl,praet,,,med
продвигающегося,продвигаться,ipf,partcp,intr,sg,praes,,,med
заполнявшую,заполнять,ipf,partcp,tran,sg,praet,,,act
предоставленный,предоставить,pf,partcp,tran,sg,praet,,,pass
приказано,приказать,pf,partcp,tran,sg,praet,,,pass
слившихся,слиться,pf,partcp,intr,pl,praet,,,med
распахнутые,распахнуть,pf,partcp,tran,pl,praet,,,pass
определяющий,определять,ipf,partcp,tran,sg,praes,,,act
упивавшийся,упиваться,ipf,partcp,intr,sg,praet,,,med
работающих,работать,ipf,partcp,intr,pl,praes,,,act
завышена,завысить,pf,partcp,tran,sg,praet,,,pass
искупающих,искупать,ipf,partcp,tran,pl,praes,,,act
проецируемого,проецировать,ipf,partcp,tran,sg,praes,,,pass
затеянный,затеять,pf,partcp,tran,sg,praet,,,pass
притянутая,притянуть,pf,partcp,tran,sg,praet,,,pass
решён,решить,pf,partcp,tran,sg,praet,,,pass
предпочитавший,предпочитать,ipf,partcp,tran,sg,praet,,,act
присматривавший,присматривать,ipf,partcp,tran,sg,praet,,,act
внедрено,внедрить,pf,partcp,tran,sg,praet,,,pass
цитируемые,цитировать,ipf,partcp,tran,pl,praes,,,pass
зачисленных,зачислить,pf,partcp,tran,pl,praet,,,pass
совершённой,совершить,pf,partcp,tran,sg,praet,,,pass
выкинут,выкинуть,pf,partcp,tran,sg,praet,,,pass
посмотревший,посмотреть,pf,partcp,tran,sg,praet,,,act
зачарованными,зачаровать,pf,partcp,tran,pl,praet,,,pass
направлено,направить,pf,partcp,tran,sg,praet,,,pass
освещающим,освещать,ipf,partcp,tran,sg,praes,,,act
выпавший,выпасть,pf,partcp,,sg,praet,,,act
проецируемое,проецировать,ipf,partcp,tran,sg,praes,,,pass
применённый,применить,pf,partcp,tran,sg,praet,,,pass
присланной,прислать,pf,partcp,tran,sg,praet,,,pass
посчитаны,посчитать,pf,partcp,tran,pl,praet,,,pass
приказавшем,приказать,pf,partcp,tran,sg,praet,,,act
построенного,построить,pf,partcp,tran,sg,praet,,,pass
заданном,задать,pf,partcp,,sg,praet,,,pass
выходящее,выходить,ipf,partcp,intr,sg,praes,,,act
идущего,идти,ipf,partcp,intr,sg,praes,,,act
написано,написать,pf,partcp,tran,sg,praet,,,pass
видевшие,видеть,ipf,partcp,tran,pl,praet,,,act
читавшие,читать,ipf,partcp,tran,pl,praet,,,act
напугана,напугать,pf,partcp,tran,sg,praet,,,pass
видевшие,видеть,ipf,partcp,tran,pl,praet,,,act
формирующие,формировать,ipf,partcp,tran,pl,praes,,,act
выбритый,выбрить,pf,partcp,tran,sg,praet,,,pass
вспученного,вспучить,pf,partcp,tran,sg,praet,,,pass
оглушающий,оглушать,ipf,partcp,tran,sg,praes,,,act
названа,назвать,pf,partcp,tran,sg,praet,,,pass
ставших,стать,pf,partcp,intr,pl,praet,,,act
заставший,застать,pf,partcp,tran,sg,praet,,,act
данный,дать,pf,partcp,tran,sg,praet,,,pass
реализована,реализовать,pf,partcp,tran,sg,praet,,,pass
брошенных,бросить,pf,partcp,tran,pl,praet,,,pass
заключена,заключить,pf,partcp,tran,sg,praet,,,pass
предостерегавших,предостерегать,ipf,partcp,tran,pl,praet,,,act
оторван,оторвать,pf,partcp,tran,sg,praet,,,pass
записанных,записать,pf,partcp,tran,pl,praet,,,pass
читавших,читать,ipf,partcp,tran,pl,praet,,,act
битых,бить,ipf,partcp,tran,pl,praet,,,pass
изрезанное,изрезать,pf,partcp,tran,sg,praet,,,pass
разбита,разбить,pf,partcp,tran,sg,praet,,,pass
уволенный,уволить,pf,partcp,tran,sg,praet,,,pass
отделявшей,отделять,ipf,partcp,tran,sg,praet,,,act
учтённых,учесть,pf,partcp,tran,pl,praet,,,pass
ставших,стать,pf,partcp,intr,pl,praet,,,act
откованы,отковать,pf,partcp,tran,pl,praet,,,pass
растрёпанной,растрепать,pf,partcp,tran,sg,praet,,,pass
рождены,родить,pf,partcp,tran,pl,praet,,,pass
утонувшие,утонуть,pf,partcp,intr,pl,praet,,,act
заменены,заменить,pf,partcp,tran,pl,praet,,,pass
возникший,возникнуть,pf,partcp,intr,sg,praet,,,act
определено,определить,pf,partcp,tran,sg,praet,,,pass
мазанные,мазать,ipf,partcp,tran,pl,praet,,,pass
выдуманным,выдумать,pf,partcp,tran,sg,praet,,,pass
овеянный,овеять,pf,partcp,tran,sg,praet,,,pass
устремлённый,устремить,pf,partcp,tran,sg,praet,,,pass
устроены,устроить,pf,partcp,tran,pl,praet,,,pass
открытые,открыть,pf,partcp,tran,pl,praet,,,pass
вынужден,вынудить,pf,partcp,,sg,praet,,,pass
чаровавшие,чаровать,ipf,partcp,tran,pl,praet,,,act
любопытствующие,любопытствовать,ipf,partcp,intr,pl,praes,,,act
делающих,делать,ipf,partcp,tran,pl,praes,,,act
определён,определить,pf,partcp,tran,sg,praet,,,pass
учившийся,учиться,ipf,partcp,intr,sg,praet,,,med
разрешена,разрешить,pf,partcp,tran,sg,praet,,,pass
замершей,замереть,pf,partcp,intr,sg,praet,,,act
обожжённое,обжечь,pf,partcp,tran,sg,praet,,,pass
принимающий,принимать,ipf,partcp,tran,sg,praes,,,act
обвалившихся,обвалиться,pf,partcp,intr,pl,praet,,,med
подкован,подковать,pf,partcp,tran,sg,praet,,,pass
открыт,открыть,pf,partcp,tran,sg,praet,,,pass
исчезнувшей,исчезнуть,pf,partcp,intr,sg,praet,,,act
глядевшие,глядеть,ipf,partcp,tran,pl,praet,,,act
взволнованным,взволновать,pf,partcp,tran,pl,praet,,,pass
похороненной,похоронить,pf,partcp,tran,sg,praet,,,pass
изобретённых,изобрести,pf,partcp,tran,pl,praet,,,pass
принесённых,принести,pf,partcp,tran,pl,praet,,,pass
соединённом,соединить,pf,partcp,tran,sg,praet,,,pass
скошены,скосить,pf,partcp,tran,pl,praet,,,pass
приведённый,привести,pf,partcp,tran,sg,praet,,,pass
казавшаяся,казаться,ipf,partcp,intr,sg,praet,,,med
поселившийся,поселиться,pf,partcp,intr,sg,praet,,,med
выражающих,выражать,ipf,partcp,tran,pl,praes,,,act
заставивший,заставить,pf,partcp,tran,sg,praet,,,act
решившая,решить,pf,partcp,tran,sg,praet,,,act
предоставленное,предоставить,pf,partcp,tran,sg,praet,,,pass
организованном,организовать,pf,partcp,tran,sg,praet,,,pass
истреблённых,истребить,pf,partcp,tran,pl,praet,,,pass
поселившийся,поселиться,pf,partcp,intr,sg,praet,,,med
вымершей,вымереть,pf,partcp,intr,sg,praet,,,act
расшифрованы,расшифровать,pf,partcp,,pl,praet,,,pass
связаны,связать,pf,partcp,tran,pl,praet,,,pass
доставлен,доставить,pf,partcp,tran,sg,praet,,,pass
пожелтевшие,пожелтеть,pf,partcp,intr,pl,praet,,,act
найден,найти,pf,partcp,tran,sg,praet,,,pass
возбуждённым,возбудить,pf,partcp,,sg,praet,,,pass
умытый,умыть,pf,partcp,tran,sg,praet,,,pass
нанятыми,нанять,pf,partcp,tran,pl,praet,,,pass
одетый,одеть,pf,partcp,tran,sg,praet,,,pass
разрушенное,разрушить,pf,partcp,tran,sg,praet,,,pass
сопровождаемый,сопровождать,ipf,partcp,tran,sg,praes,,,pass
сгорбленную,сгорбить,pf,partcp,tran,sg,praet,,,pass
обручённые,обручить,pf,partcp,tran,pl,praet,,,pass
причёсанный,причесать,pf,partcp,tran,sg,praet,,,pass
объявлен,объявить,pf,partcp,tran,sg,praet,,,pass
затвердевшая,затвердеть,pf,partcp,intr,sg,praet,,,act
изнуряющей,изнурять,ipf,partcp,tran,sg,praes,,,act
позавтракавший,позавтракать,pf,partcp,intr,sg,praet,,,act
пропитанная,пропитать,pf,partcp,tran,sg,praet,,,pass
брошенной,бросить,pf,partcp,,sg,praet,,,pass
разрушенной,разрушить,pf,partcp,tran,sg,praet,,,pass
заученные,заучить,pf,partcp,tran,pl,praet,,,pass
прибраны,прибрать,pf,partcp,tran,pl,praet,,,pass
называемая,называть,ipf,partcp,tran,sg,praes,,,pass
замученных,замучить,pf,partcp,tran,pl,praet,,,pass
забитыми,забить,pf,partcp,,pl,praet,,,pass
поставлена,поставить,pf,partcp,tran,sg,praet,,,pass
удивлённый,удивить,pf,partcp,tran,sg,praet,,,pass
отлучённых,отлучить,pf,partcp,tran,pl,praet,,,pass
засушенным,засушить,pf,partcp,,sg,praet,,,pass
расположенного,расположить,pf,partcp,tran,sg,praet,,,pass
оскорблённых,оскорбить,pf,partcp,tran,pl,praet,,,pass
объединены,объединить,pf,partcp,tran,pl,praet,,,pass
растраченную,растратить,pf,partcp,tran,sg,praet,,,pass
кончен,кончить,pf,partcp,tran,sg,praet,,,pass
нанесённого,нанести,pf,partcp,tran,sg,praet,,,pass
сбитая,сбить,pf,partcp,tran,sg,praet,,,pass
взмыленную,взмылить,pf,partcp,tran,sg,praet,,,pass
связанных,связать,pf,partcp,tran,pl,praet,,,pass
пущены,пустить,pf,partcp,tran,pl,praet,,,pass
ослепшую,ослепнуть,pf,partcp,intr,sg,praet,,,act
рассказывающий,рассказывать,ipf,partcp,tran,sg,praes,,,act
воспалённое,воспалить,pf,partcp,tran,sg,praet,,,pass
увиденное,увидеть,pf,partcp,tran,sg,praet,,,pass
обработанным,обработать,pf,partcp,tran,sg,praet,,,pass
услышанное,услышать,pf,partcp,tran,sg,praet,,,pass
посвящённой,посвятить,pf,partcp,tran,sg,praet,,,pass
информированы,информировать,ipf,partcp,tran,pl,praet,,,pass
влезающие,влезать,ipf,partcp,intr,pl,praes,,,act
вымоленного,вымолить,pf,partcp,tran,sg,praet,,,pass
определён,определить,pf,partcp,tran,sg,praet,,,pass
пересохшая,пересохнуть,pf,partcp,intr,sg,praet,,,act
раскалённого,раскалить,pf,partcp,tran,sg,praet,,,pass
составляющей,составлять,ipf,partcp,tran,sg,praes,,,act
расстроенный,расстроить,pf,partcp,tran,sg,praet,,,pass
связанных,связать,pf,partcp,tran,pl,praet,,,pass
проходящие,проходить,ipf,partcp,tran,pl,praes,,,act
доставленный,доставить,pf,partcp,tran,sg,praet,,,pass
построен,построить,pf,partcp,tran,sg,praet,,,pass
перешедших,перейти,pf,partcp,tran,pl,praet,,,act
разрешающей,разрешать,ipf,partcp,tran,sg,praes,,,act
посаженных,посадить,pf,partcp,tran,pl,praet,,,pass
страдающим,страдать,ipf,partcp,intr,pl,praes,,,act
подчеркнуто,подчеркнуть,pf,partcp,tran,sg,praet,,,pass
заключён,заключить,pf,partcp,tran,sg,praet,,,pass
сплющенные,сплющить,pf,partcp,tran,pl,praet,,,pass
увиденная,увидеть,pf,partcp,tran,sg,praet,,,pass
погибших,погибнуть,pf,partcp,intr,pl,praet,,,act
завершающего,завершать,ipf,partcp,tran,sg,praes,,,act
установленная,установить,pf,partcp,tran,sg,praet,,,pass
летящее,лететь,ipf,partcp,intr,sg,praes,,,act
освобождённый,освободить,pf,partcp,tran,sg,praet,,,pass
вооружённая,вооружить,pf,partcp,tran,sg,praet,,,pass
расположенных,расположить,pf,partcp,tran,pl,praet,,,pass
приложенное,приложить,pf,partcp,tran,sg,praet,,,pass
перешедший,перейти,pf,partcp,tran,sg,praet,,,act
косящем,косить,ipf,partcp,tran,sg,praes,,,act
перекрыта,перекрыть,pf,partcp,tran,sg,praet,,,pass
написанные,написать,pf,partcp,tran,pl,praet,,,pass
организованная,организовать,pf,partcp,tran,sg,praet,,,pass
собранные,собрать,pf,partcp,tran,pl,praet,,,pass
происходящее,происходить,ipf,partcp,intr,sg,praes,,,act
избранного,избрать,pf,partcp,tran,sg,praet,,,pass
разящей,разить,ipf,partcp,tran,sg,praes,,,act
перетолкованы,перетолковать,pf,partcp,tran,pl,praet,,,pass
очумевшего,очуметь,pf,partcp,intr,sg,praet,,,act
проделанную,проделать,pf,partcp,tran,sg,praet,,,pass
расположенных,расположить,pf,partcp,tran,pl,praet,,,pass
налит,налить,pf,partcp,tran,sg,praet,,,pass
раздавленной,раздавить,pf,partcp,tran,sg,praet,,,pass
обёрнутым,обернуть,pf,partcp,tran,sg,praet,,,pass
находившаяся,находиться,ipf,partcp,intr,sg,praet,,,med
иссушённых,иссушить,pf,partcp,tran,pl,praet,,,pass
измятый,измять,pf,partcp,tran,sg,praet,,,pass
выпущенного,выпустить,pf,partcp,tran,sg,praet,,,pass
проливающие,проливать,ipf,partcp,tran,pl,praes,,,act
связанных,связать,pf,partcp,tran,pl,praet,,,pass
поданный,подать,pf,partcp,tran,sg,praet,,,pass
сделана,сделать,pf,partcp,tran,sg,praet,,,pass
начатая,начать,pf,partcp,tran,sg,praet,,,pass
сбитого,сбить,pf,partcp,tran,sg,praet,,,pass
занесены,занести,pf,partcp,tran,pl,praet,,,pass
осыпан,осыпать,pf,partcp,tran,sg,praet,,,pass
обволочённое,обволочь,pf,partcp,tran,sg,praet,,,pass
зализанные,зализать,pf,partcp,tran,pl,praet,,,pass
брошенная,бросить,pf,partcp,tran,sg,praet,,,pass
вымыты,вымыть,pf,partcp,tran,pl,praet,,,pass
переломленная,переломить,pf,partcp,tran,sg,praet,,,pass
подтянуты,подтянуть,pf,partcp,tran,pl,praet,,,pass
наворочено,наворотить,pf,partcp,tran,sg,praet,,,pass
выведены,вывести,pf,partcp,tran,pl,praet,,,pass
называемая,называть,ipf,partcp,tran,sg,praes,,,pass
раскормленная,раскормить,pf,partcp,tran,sg,praet,,,pass
завешенным,завесить,pf,partcp,tran,sg,praet,,,pass
остеклено,остеклить,pf,partcp,tran,sg,praet,,,pass
распухшие,распухнуть,pf,partcp,intr,pl,praet,,,act
дана,дать,pf,partcp,tran,sg,praet,,,pass
смеющимся,смеяться,ipf,partcp,intr,sg,praes,,,med
приобщён,приобщить,pf,partcp,tran,sg,praet,,,pass
покинутый,покинуть,pf,partcp,tran,sg,praet,,,pass
сдвинутых,сдвинуть,pf,partcp,tran,pl,praet,,,pass
вползающих,вползать,ipf,partcp,intr,pl,praes,,,act
выползающих,выползать,ipf,partcp,intr,pl,praes,,,act
куплен,купить,pf,partcp,tran,sg,praet,,,pass
отставленные,отставить,pf,partcp,tran,pl,praet,,,pass
заработанные,заработать,pf,partcp,tran,pl,praet,,,pass
записан,записать,pf,partcp,tran,sg,praet,,,pass
наставлены,наставить,pf,partcp,tran,pl,praet,,,pass
убеждённый,убедить,pf,partcp,tran,sg,praet,,,pass
заброшенном,забросить,pf,partcp,tran,sg,praet,,,pass
заложенные,заложить,pf,partcp,tran,pl,praet,,,pass
начищены,начистить,pf,partcp,tran,pl,praet,,,pass
пересидевших,пересидеть,pf,partcp,tran,pl,praet,,,act
растерявшийся,растеряться,pf,partcp,intr,sg,praet,,,med
напоен,напоить,pf,partcp,tran,sg,praet,,,pass
спасающийся,спасаться,ipf,partcp,intr,sg,praes,,,med
перемещающаяся,перемещаться,ipf,partcp,intr,sg,praes,,,med
заключёнными,заключить,pf,partcp,tran,pl,praet,,,pass
начинающая,начинать,ipf,partcp,tran,sg,praes,,,act
создана,создать,pf,partcp,tran,sg,praet,,,pass
оледеневший,оледенеть,pf,partcp,intr,sg,praet,,,act
бродящие,бродить,ipf,partcp,intr,pl,praes,,,act
создана,создать,pf,partcp,tran,sg,praet,,,pass
сопровождающих,сопровождать,ipf,partcp,tran,pl,praes,,,act
распухший,распухнуть,pf,partcp,intr,sg,praet,,,act
населён,населить,pf,partcp,tran,sg,praet,,,pass
удостоверяющей,удостоверять,ipf,partcp,tran,sg,praes,,,act
протекающая,протекать,ipf,partcp,intr,sg,praes,,,act
составляющая,составлять,ipf,partcp,tran,sg,praes,,,act
стриженный,стричь,ipf,partcp,tran,sg,praet,,,pass
раздетого,раздеть,pf,partcp,tran,sg,praet,,,pass
подчинённых,подчинить,pf,partcp,tran,pl,praet,,,pass
успевшая,успеть,pf,partcp,intr,sg,praet,,,act
пересечённой,пересечь,pf,partcp,tran,sg,praet,,,pass
разработаны,разработать,pf,partcp,tran,pl,praet,,,pass
освещённый,осветить,pf,partcp,tran,sg,praet,,,pass
заинтересовавшемуся,заинтересоваться,pf,partcp,intr,sg,praet,,,med
идущая,идти,ipf,partcp,intr,sg,praes,,,act
давшего,дать,pf,partcp,tran,sg,praet,,,act
написанные,написать,pf,partcp,tran,pl,praet,,,pass
называемой,называть,ipf,partcp,tran,sg,praes,,,pass
основана,основать,pf,partcp,tran,sg,praet,,,pass
перешедшего,перейти,pf,partcp,tran,sg,praet,,,act
проведённого,провести,pf,partcp,tran,sg,praet,,,pass
распоясанном,распоясать,pf,partcp,tran,sg,praet,,,pass
названном,назвать,pf,partcp,tran,sg,praet,,,pass
гудящим,гудеть,ipf,partcp,intr,pl,praes,,,act
подгоревшим,подгореть,pf,partcp,intr,sg,praet,,,act
разлившаяся,разлиться,pf,partcp,intr,sg,praet,,,med
осознавшие,осознать,pf,partcp,tran,pl,praet,,,act
характеризуемый,характеризовать,ipf,partcp,tran,sg,praes,,,pass
старевшей,стареть,ipf,partcp,intr,sg,praet,,,act
умершей,умереть,pf,partcp,intr,sg,praet,,,act
выражены,выразить,pf,partcp,tran,pl,praet,,,pass
произносимыми,произносить,ipf,partcp,tran,pl,praes,,,pass
засохшие,засохнуть,pf,partcp,intr,pl,praet,,,act
произнесённые,произнести,pf,partcp,tran,pl,praet,,,pass
спасающаяся,спасаться,ipf,partcp,intr,sg,praes,,,med
пришедшим,прийти,pf,partcp,intr,sg,praet,,,act
положено,положить,pf,partcp,tran,sg,praet,,,pass
выражающиеся,выражаться,ipf,partcp,intr,pl,praes,,,med
связанный,связать,pf,partcp,tran,sg,praet,,,pass
обворованный,обворовать,pf,partcp,tran,sg,praet,,,pass
заряжённую,зарядить,pf,partcp,tran,sg,praet,,,pass
найденные,найти,pf,partcp,tran,pl,praet,,,pass
послужившего,послужить,pf,partcp,intr,sg,praet,,,act
похищенный,похитить,pf,partcp,tran,sg,praet,,,pass
обглоданную,обглодать,pf,partcp,tran,sg,praet,,,pass
воткнутый,воткнуть,pf,partcp,tran,sg,praet,,,pass
занимаемых,занимать,ipf,partcp,tran,pl,praes,,,pass
взъерошенным,взъерошить,pf,partcp,tran,pl,praet,,,pass
оглушённому,оглушить,pf,partcp,tran,sg,praet,,,pass
отчеркнуто,отчеркнуть,pf,partcp,tran,sg,praet,,,pass
пытающихся,пытаться,ipf,partcp,intr,pl,praes,,,med
составленных,составить,pf,partcp,tran,pl,praet,,,pass
исполненное,исполнить,pf,partcp,tran,sg,praet,,,pass
