token,lemma,aspect,form,transitivity,number,tense,mood,person,voice
проигрывающими,проигрывать,ipf,partcp,tran,pl,praes,,,act
расчистившей,расчистить,pf,partcp,tran,sg,praet,,,act
призван,призвать,pf,partcp,tran,sg,praet,,,pass
прошедших,пройти,pf,partcp,tran,pl,praet,,,act
создано,создать,pf,partcp,tran,sg,praet,,,pass
окрылённый,окрылить,pf,partcp,tran,sg,praet,,,pass
признанных,признать,pf,partcp,tran,pl,praet,,,pass
отвечающую,отвечать,ipf,partcp,intr,sg,praes,,,act
родившиеся,родиться,ipf,partcp,intr,pl,praet,,,med
затянувшегося,затянуться,pf,partcp,intr,sg,praet,,,med
согласованных,согласовать,pf,partcp,tran,pl,praet,,,pass
учтены,учесть,pf,partcp,tran,pl,praet,,,pass
открытых,открыть,pf,partcp,tran,pl,praet,,,pass
разрушенных,разрушить,pf,partcp,tran,pl,praet,,,pass
дано,дать,pf,partcp,tran,sg,praet,,,pass
проводимых,проводить,ipf,partcp,tran,pl,praes,,,pass
заслуженный,заслужить,pf,partcp,tran,sg,praet,,,pass
родившиеся,родиться,ipf,partcp,intr,pl,praet,,,med
исключено,исключить,pf,partcp,tran,sg,praet,,,pass
выбито,выбить,pf,partcp,tran,sg,praet,,,pass
сыгранный,сыграть,pf,partcp,tran,sg,praet,,,pass
нарисованы,нарисовать,pf,partcp,tran,pl,praet,,,pass
окружённый,окружить,pf,partcp,tran,sg,praet,,,pass
предложено,предложить,pf,partcp,tran,sg,praet,,,pass
родившихся,родиться,ipf,partcp,intr,pl,praet,,,med
следующий,следовать,ipf,partcp,intr,sg,praes,,,act
переполнен,переполнить,pf,partcp,tran,sg,praet,,,pass
занятых,занять,pf,partcp,tran,pl,praet,,,pass
продолжавшееся,продолжаться,ipf,partcp,intr,sg,praet,,,med
надраенный,надраить,pf,partcp,tran,sg,praet,,,pass
играющую,играть,ipf,partcp,tran,sg,praes,,,act
пронзённый,пронзить,pf,partcp,tran,sg,praet,,,pass
родившихся,родиться,ipf,partcp,intr,pl,praet,,,med
омолаживающим,омолаживать,ipf,partcp,tran,sg,praes,,,act
отмеченный,отметить,pf,partcp,tran,sg,praet,,,pass
принимающим,принимать,ipf,partcp,tran,pl,praes,,,act
называемый,называть,ipf,partcp,tran,sg,praes,,,pass
породившему,породить,pf,partcp,tran,sg,praet,,,act
ушибленной,ушибить,pf,partcp,tran,sg,praet,,,pass
начатое,начать,pf,partcp,tran,sg,praet,,,pass
воспитанный,воспитать,pf,partcp,tran,sg,praet,,,pass
приготовленную,приготовить,pf,partcp,tran,sg,praet,,,pass
прикипающими,прикипать,ipf,partcp,intr,pl,praes,,,act
налёжанное,належать,pf,partcp,tran,sg,praet,,,pass
повторявшем,повторять,ipf,partcp,tran,sg,praet,,,act
обеспечены,обеспечить,pf,partcp,tran,pl,praet,,,pass
прошедшие,пройти,pf,partcp,tran,pl,praet,,,act
нагружённые,нагрузить,pf,partcp,tran,pl,praet,,,pass
представлена,представить,pf,partcp,tran,sg,praet,,,pass
белеющий,белеть,ipf,partcp,intr,sg,praes,,,act
разрываемый,разрывать,ipf,partcp,tran,sg,praes,,,pass
запрятанная,запрятать,pf,partcp,tran,sg,praet,,,pass
передававший,передавать,ipf,partcp,tran,sg,praet,,,act
завершена,завершить,pf,partcp,tran,sg,praet,,,pass
оставленная,оставить,pf,partcp,tran,sg,praet,,,pass
угадан,угадать,pf,partcp,tran,sg,praet,,,pass
окружающие,окружать,ipf,partcp,tran,pl,praes,,,act
напуган,напугать,pf,partcp,tran,sg,praet,,,pass
закодированное,закодировать,pf,partcp,tran,sg,praet,,,pass
последовавшей,последовать,pf,partcp,intr,sg,praet,,,act
сломленный,сломить,pf,partcp,tran,sg,praet,,,pass
сломлен,сломить,pf,partcp,tran,sg,praet,,,pass
задетый,задеть,pf,partcp,tran,sg,praet,,,pass
рождённой,родить,pf,partcp,tran,sg,praet,,,pass
прибывшие,прибыть,pf,partcp,intr,pl,praet,,,act
выдержанное,выдержать,pf,partcp,tran,sg,praet,,,pass
изменяющей,изменять,ipf,partcp,intr,sg,praes,,,act
обновлённый,обновить,pf,partcp,tran,sg,praet,,,pass
обеспеченной,обеспечить,pf,partcp,tran,sg,praet,,,pass
танцующих,танцевать,ipf,partcp,tran,pl,praes,,,act
выпускающая,выпускать,ipf,partcp,tran,sg,praes,,,act
навязанные,навязать,pf,partcp,tran,pl,praet,,,pass
образованный,образовать,pf,partcp,tran,sg,praet,,,pass
накормленного,накормить,pf,partcp,tran,sg,praet,,,pass
уяснивших,уяснить,pf,partcp,tran,pl,praet,,,act
удивлен,удивить,pf,partcp,tran,sg,praet,,,pass
созданы,создать,pf,partcp,tran,pl,praet,,,pass
покосившиеся,покоситься,pf,partcp,intr,pl,praet,,,med
направляемый,направлять,ipf,partcp,tran,sg,praes,,,pass
простуженный,простудить,pf,partcp,tran,sg,praet,,,pass
растрёпанная,растрепать,pf,partcp,tran,sg,praet,,,pass
осмысленных,осмыслить,pf,partcp,tran,pl,praet,,,pass
укутана,укутать,pf,partcp,tran,sg,praet,,,pass
замерзших,замерзнуть,pf,partcp,intr,pl,praet,,,act
приоткрытых,приоткрыть,pf,partcp,tran,pl,praet,,,pass
осмысленных,осмыслить,pf,partcp,tran,pl,praet,,,pass
расположен,расположить,pf,partcp,tran,sg,praet,,,pass
обойдённой,обойти,pf,partcp,tran,sg,praet,,,pass
связанные,связать,pf,partcp,tran,pl,praet,,,pass
успокоенное,успокоить,pf,partcp,tran,sg,praet,,,pass
требующие,требовать,ipf,partcp,tran,pl,praes,,,act
натянутыми,натянуть,pf,partcp,tran,pl,praet,,,pass
связан,связать,pf,partcp,tran,sg,praet,,,pass
вызванным,вызвать,pf,partcp,tran,pl,praet,,,pass
желающими,желать,ipf,partcp,tran,pl,praes,,,act
выпито,выпить,pf,partcp,tran,sg,praet,,,pass
заполнены,заполнить,pf,partcp,tran,pl,praet,,,pass
дающий,давать,ipf,partcp,tran,sg,praes,,,act
оскорблёнными,оскорбить,pf,partcp,tran,pl,praet,,,pass
переделанные,переделать,pf,partcp,tran,pl,praet,,,pass
прибрано,прибрать,pf,partcp,tran,sg,praet,,,pass
занят,занять,pf,partcp,tran,sg,praet,,,pass
приглашающей,приглашать,ipf,partcp,tran,sg,praes,,,act
облучённый,облучить,pf,partcp,tran,sg,praet,,,pass
исполнявшей,исполнять,ipf,partcp,tran,sg,praet,,,act
занимающий,занимать,ipf,partcp,tran,sg,praes,,,act
представленные,представить,pf,partcp,tran,pl,praet,,,pass
обозначенной,обозначить,pf,partcp,tran,sg,praet,,,pass
заявлен,заявить,pf,partcp,tran,sg,praet,,,pass
обсаженной,обсадить,pf,partcp,,sg,praet,,,pass
охраняемой,охранять,ipf,partcp,tran,sg,praes,,,pass
обогащённая,обогатить,pf,partcp,tran,sg,praet,,,pass
направляющийся,направляться,ipf,partcp,intr,sg,praes,,,med
отгороженные,отгородить,pf,partcp,tran,pl,praet,,,pass
приспособлено,приспособить,pf,partcp,tran,sg,praet,,,pass
ободранный,ободрать,pf,partcp,tran,sg,praet,,,pass
связано,связать,pf,partcp,tran,sg,praet,,,pass
закрывавших,закрывать,ipf,partcp,tran,pl,praet,,,act
заштопанные,заштопать,pf,partcp,tran,pl,praet,,,pass
отупляющая,отуплять,ipf,partcp,tran,sg,praes,,,act
доставлен,доставить,pf,partcp,tran,sg,praet,,,pass
исчезнувший,исчезнуть,pf,partcp,intr,sg,praet,,,act
напоминавшими,напоминать,ipf,partcp,tran,pl,praet,,,act
уволена,уволить,pf,partcp,tran,sg,praet,,,pass
взвинченные,взвинтить,pf,partcp,tran,pl,praet,,,pass
связанных,связать,pf,partcp,tran,pl,praet,,,pass
скатившаяся,скатиться,pf,partcp,intr,sg,praet,,,med
возбуждённый,возбудить,pf,partcp,,sg,praet,,,pass
кипящим,кипеть,ipf,partcp,intr,sg,praes,,,act
связано,связать,pf,partcp,tran,sg,praet,,,pass
исчезнувшие,исчезнуть,pf,partcp,intr,pl,praet,,,act
заставляющая,заставлять,ipf,partcp,tran,sg,praes,,,act
спрятавшиеся,спрятаться,pf,partcp,intr,pl,praet,,,med
сдерживаемая,сдерживать,ipf,partcp,tran,sg,praes,,,pass
прикрыты,прикрыть,pf,partcp,tran,pl,praet,,,pass
утраченный,утратить,pf,partcp,tran,sg,praet,,,pass
страдавшая,страдать,ipf,partcp,intr,sg,praet,,,act
пытающиеся,пытаться,ipf,partcp,intr,pl,praes,,,med
работающих,работать,ipf,partcp,intr,pl,praes,,,act
прервавшееся,прерваться,pf,partcp,intr,sg,praet,,,med
остерегающим,остерегать,ipf,partcp,tran,sg,praes,,,act
заправленные,заправить,pf,partcp,tran,pl,praet,,,pass
накинутой,накинуть,pf,partcp,tran,sg,praet,,,pass
битый,бить,ipf,partcp,tran,sg,praet,,,pass
связана,связать,pf,partcp,tran,sg,praet,,,pass
подогнанные,подогнать,pf,partcp,tran,pl,praet,,,pass
нарисовано,нарисовать,pf,partcp,tran,sg,praet,,,pass
направленного,направить,pf,partcp,tran,sg,praet,,,pass
разъярённого,разъярить,pf,partcp,tran,sg,praet,,,pass
запутавшимися,запутаться,pf,partcp,intr,pl,praet,,,med
скрытым,скрыть,pf,partcp,,sg,praet,,,pass
сокрушённое,сокрушить,pf,partcp,tran,sg,praet,,,pass
оперённые,оперить,pf,partcp,tran,pl,praet,,,pass
покоробленному,покоробить,pf,partcp,tran,sg,praet,,,pass
усаженная,усадить,pf,partcp,tran,sg,praet,,,pass
видавшему,видать,ipf,partcp,tran,sg,praet,,,act
служившего,служить,ipf,partcp,tran,sg,praet,,,act
приближающиеся,приближаться,ipf,partcp,intr,pl,praes,,,med
защищён,защитить,pf,partcp,tran,sg,praet,,,pass
сделанные,сделать,pf,partcp,tran,pl,praet,,,pass
обнажающий,обнажать,ipf,partcp,tran,sg,praes,,,act
спалёнными,спалить,pf,partcp,tran,pl,praet,,,pass
купленным,купить,pf,partcp,tran,sg,praet,,,pass
загулявшего,загулять,pf,partcp,intr,sg,praet,,,act
стёсанными,стесать,pf,partcp,tran,pl,praet,,,pass
проходящий,проходить,ipf,partcp,tran,sg,praes,,,act
заражённые,заразить,pf,partcp,tran,pl,praet,,,pass
заражённые,заразить,pf,partcp,tran,pl,praet,,,pass
слышавшей,слышать,ipf,partcp,tran,sg,praet,,,act
сверлящим,сверлить,ipf,partcp,tran,sg,praes,,,act
угнаны,угнать,pf,partcp,tran,pl,praet,,,pass
перемежающиеся,перемежаться,ipf,partcp,intr,pl,praes,,,med
обмазанные,обмазать,pf,partcp,tran,pl,praet,,,pass
раскормленных,раскормить,pf,partcp,tran,pl,praet,,,pass
вынашивавший,вынашивать,ipf,partcp,tran,sg,praet,,,act
бракованных,браковать,ipf,partcp,tran,pl,praet,,,pass
преуспевших,преуспеть,pf,partcp,intr,pl,praet,,,act
предоставлены,предоставить,pf,partcp,tran,pl,praet,,,pass
представляющая,представлять,ipf,partcp,tran,sg,praes,,,act
растопленное,растопить,pf,partcp,tran,sg,praet,,,pass
обещанной,обещать,pf,partcp,tran,sg,praet,,,pass
поздравлявших,поздравлять,ipf,partcp,tran,pl,praet,,,act
посвящённом,посвятить,pf,partcp,tran,sg,praet,,,pass
меняющемся,меняться,ipf,partcp,intr,sg,praes,,,med
заложенную,заложить,pf,partcp,tran,sg,praet,,,pass
заброшенном,забросить,pf,partcp,tran,sg,praet,,,pass
обсуждавших,обсуждать,ipf,partcp,tran,pl,praet,,,act
организованный,организовать,pf,partcp,tran,sg,praet,,,pass
позволено,позволить,pf,partcp,tran,sg,praet,,,pass
связанным,связать,pf,partcp,tran,pl,praet,,,pass
выполнено,выполнить,pf,partcp,tran,sg,praet,,,pass
обработанные,обработать,pf,partcp,tran,pl,praet,,,pass
приглашаемых,приглашать,ipf,partcp,tran,pl,praes,,,pass
обязаны,обязать,pf,partcp,tran,pl,praet,,,pass
ощущаемой,ощущать,ipf,partcp,tran,sg,praes,,,pass
потрясающее,потрясать,ipf,partcp,tran,sg,praes,,,act
посланном,послать,pf,partcp,tran,sg,praet,,,pass
дан,дать,pf,partcp,tran,sg,praet,,,pass
вспоминающему,вспоминать,ipf,partcp,tran,sg,praes,,,act
оставшиеся,остаться,pf,partcp,intr,pl,praet,,,med
отвергнутый,отвергнуть,pf,partcp,tran,sg,praet,,,pass
покрытые,покрыть,pf,partcp,tran,pl,praet,,,pass
доведён,довести,pf,partcp,tran,sg,praet,,,pass
исполняющий,исполнять,ipf,partcp,tran,sg,praes,,,act
пугающей,пугать,ipf,partcp,tran,sg,praes,,,act
навязываемым,навязывать,ipf,partcp,tran,sg,praes,,,pass
выспавшийся,выспаться,pf,partcp,intr,sg,praet,,,med
выспрашивавшей,выспрашивать,ipf,partcp,tran,sg,praet,,,act
распространён,распространить,pf,partcp,tran,sg,praet,,,pass
запоздавшую,запоздать,pf,partcp,intr,sg,praet,,,act
подающих,подавать,ipf,partcp,tran,pl,praes,,,act
стареющего,стареть,ipf,partcp,intr,sg,praes,,,act
открываемых,открывать,ipf,partcp,tran,pl,praes,,,pass
просящего,просить,ipf,partcp,tran,sg,praes,,,act
выделенного,выделить,pf,partcp,tran,sg,praet,,,pass
распространён,распространить,pf,partcp,tran,sg,praet,,,pass
вызванных,вызвать,pf,partcp,tran,pl,praet,,,pass
разбавленного,разбавить,pf,partcp,tran,sg,praet,,,pass
побуревший,побуреть,pf,partcp,intr,sg,praet,,,act
выделенных,выделить,pf,partcp,tran,pl,praet,,,pass
превратившегося,превратиться,pf,partcp,intr,sg,praet,,,med
распахнутом,распахнуть,pf,partcp,tran,sg,praet,,,pass
представлявшие,представлять,ipf,partcp,tran,pl,praet,,,act
совершённого,совершить,pf,partcp,tran,sg,praet,,,pass
вымытого,вымыть,pf,partcp,tran,sg,praet,,,pass
тревожащем,тревожить,ipf,partcp,tran,sg,praes,,,act
обречён,обречь,pf,partcp,tran,sg,praet,,,pass
растаявшего,растаять,pf,partcp,intr,sg,praet,,,act
населяющих,населять,ipf,partcp,tran,pl,praes,,,act
прошедший,пройти,pf,partcp,tran,sg,praet,,,act
изданы,издать,pf,partcp,tran,pl,praet,,,pass
вынуждены,вынудить,pf,partcp,tran,pl,praet,,,pass
залатаны,залатать,pf,partcp,tran,pl,praet,,,pass
смеющиеся,смеяться,ipf,partcp,intr,pl,praes,,,med
подающего,подавать,ipf,partcp,tran,sg,praes,,,act
обозначенных,обозначить,pf,partcp,tran,pl,praet,,,pass
разрисованы,разрисовать,pf,partcp,tran,pl,praet,,,pass
появляющихся,появляться,ipf,partcp,intr,pl,praes,,,med
нарушенной,нарушить,pf,partcp,tran,sg,praet,,,pass
меняна,менять,pf,partcp,tran,sg,praet,,,pass
смущавшие,смущать,ipf,partcp,tran,pl,praet,,,act
предполагавшего,предполагать,ipf,partcp,tran,sg,praet,,,act
писавших,писать,ipf,partcp,tran,pl,praet,,,act
заклеены,заклеить,pf,partcp,tran,pl,praet,,,pass
потерявшей,потерять,pf,partcp,tran,sg,praet,,,act
задержанной,задержать,pf,partcp,tran,sg,praet,,,pass
проснувшийся,проснуться,pf,partcp,intr,sg,praet,,,med
заинтересованы,заинтересовать,pf,partcp,tran,pl,praet,,,pass
приостановленных,приостановить,pf,partcp,tran,pl,praet,,,pass
следящих,следить,ipf,partcp,intr,pl,praes,,,act
насаженная,насадить,pf,partcp,tran,sg,praet,,,pass
определённая,определить,pf,partcp,tran,sg,praet,,,pass
разведённого,развести,pf,partcp,tran,sg,praet,,,pass
защищены,защитить,pf,partcp,tran,pl,praet,,,pass
скрытую,скрыть,pf,partcp,tran,sg,praet,,,pass
названы,назвать,pf,partcp,tran,pl,praet,,,pass
принято,принять,pf,partcp,tran,sg,praet,,,pass
дающаяся,даваться,ipf,partcp,intr,sg,praes,,,med
требуемое,требовать,ipf,partcp,tran,sg,praes,,,pass
определены,определить,pf,partcp,tran,pl,praet,,,pass
выполнена,выполнить,pf,partcp,tran,sg,praet,,,pass
разделены,разделить,pf,partcp,tran,pl,praet,,,pass
окружавших,окружать,ipf,partcp,tran,pl,praet,,,act
изученные,изучить,pf,partcp,tran,pl,praet,,,pass
пришедшее,прийти,pf,partcp,intr,sg,praet,,,act
переданное,передать,pf,partcp,tran,sg,praet,,,pass
внесены,внести,pf,partcp,tran,pl,praet,,,pass
написано,написать,pf,partcp,tran,sg,praet,,,pass
выделенных,выделить,pf,partcp,tran,pl,praet,,,pass
оформленных,оформить,pf,partcp,tran,pl,praet,,,pass
охранявший,охранять,ipf,partcp,tran,sg,praet,,,act
введённые,ввести,pf,partcp,tran,pl,praet,,,pass
представлена,представить,pf,partcp,tran,sg,praet,,,pass
обеспечено,обеспечить,pf,partcp,tran,sg,praet,,,pass
замерзшей,замерзнуть,pf,partcp,intr,sg,praet,,,act
проживавший,проживать,ipf,partcp,intr,sg,praet,,,act
реализована,реализовать,pf,partcp,tran,sg,praet,,,pass
доказано,доказать,pf,partcp,tran,sg,praet,,,pass
выделенными,выделить,pf,partcp,tran,pl,praet,,,pass
представлен,представить,pf,partcp,tran,sg,praet,,,pass
вызвана,вызвать,pf,partcp,tran,sg,praet,,,pass
совершёнными,совершить,pf,partcp,tran,pl,praet,,,pass
исклёванное,исклевать,pf,partcp,tran,sg,praet,,,pass
асфальтированная,асфальтировать,ipf,partcp,tran,sg,praet,,,pass
расположенной,расположить,pf,partcp,tran,sg,praet,,,pass
описанная,описать,pf,partcp,tran,sg,praet,,,pass
наскучивший,наскучить,pf,partcp,intr,sg,praet,,,act
выделенных,выделить,pf,partcp,tran,pl,praet,,,pass
работающей,работать,ipf,partcp,intr,sg,praes,,,act
выделенных,выделить,pf,partcp,tran,pl,praet,,,pass
выявлена,выявить,pf,partcp,tran,sg,praet,,,pass
хранящейся,храниться,ipf,partcp,intr,sg,praes,,,med
искусанное,искусать,pf,partcp,tran,sg,praet,,,pass
отрытой,отрыть,pf,partcp,tran,sg,praet,,,pass
принято,принять,pf,partcp,tran,sg,praet,,,pass
стоявшие,стоять,ipf,partcp,intr,pl,praet,,,act
темневшим,темнеть,ipf,partcp,intr,pl,praet,,,act
убежден,убедить,pf,partcp,tran,sg,praet,,,pass
отражаемые,отражать,ipf,partcp,tran,pl,praes,,,pass
слаженного,сладить,pf,partcp,tran,sg,praet,,,pass
заданную,задать,pf,partcp,tran,sg,praet,,,pass
ускользающее,ускользать,ipf,partcp,intr,sg,praes,,,act
выделенных,выделить,pf,partcp,tran,pl,praet,,,pass
изучена,изучить,pf,partcp,tran,sg,praet,,,pass
спорившие,спорить,ipf,partcp,intr,pl,praet,,,act
проиграно,проиграть,pf,partcp,tran,sg,praet,,,pass
написано,написать,pf,partcp,tran,sg,praet,,,pass
данном,дать,pf,partcp,tran,sg,praet,,,pass
зарабатываемых,зарабатывать,ipf,partcp,tran,pl,praes,,,pass
приобретённых,приобрести,pf,partcp,tran,pl,praet,,,pass
вправлен,вправить,pf,partcp,tran,sg,praet,,,pass
виденные,видеть,ipf,partcp,tran,pl,praet,,,pass
раскинувшемся,раскинуться,pf,partcp,intr,sg,praet,,,med
чувствующее,чувствовать,ipf,partcp,tran,sg,praes,,,act
названо,назвать,pf,partcp,tran,sg,praet,,,pass
отказавшийся,отказаться,pf,partcp,intr,sg,praet,,,med
распространены,распространить,pf,partcp,tran,pl,praet,,,pass
вызвано,вызвать,pf,partcp,tran,sg,praet,,,pass
направлено,направить,pf,partcp,tran,sg,praet,,,pass
усеянным,усеять,pf,partcp,tran,sg,praet,,,pass
предоставленной,предоставить,pf,partcp,tran,sg,praet,,,pass
проходивших,проходить,pf,partcp,intr,pl,praet,,,act
изложенных,изложить,pf,partcp,tran,pl,praet,,,pass
посаженные,посадить,pf,partcp,tran,pl,praet,,,pass
подошедших,подойти,pf,partcp,intr,pl,praet,,,act
изложена,изложить,pf,partcp,tran,sg,praet,,,pass
связанные,связать,pf,partcp,tran,pl,praet,,,pass
прилегающую,прилегать,ipf,partcp,intr,sg,praes,,,act
сошедших,сойти,pf,partcp,intr,pl,praet,,,act
измельчённых,измельчить,pf,partcp,tran,pl,praet,,,pass
называемые,называть,ipf,partcp,tran,pl,praes,,,pass
контролируемую,контролировать,ipf,partcp,tran,sg,praes,,,pass
окружена,окружить,pf,partcp,tran,sg,praet,,,pass
вылетающей,вылетать,ipf,partcp,intr,sg,praes,,,act
представлены,представить,pf,partcp,tran,pl,praet,,,pass
унижённым,унизить,pf,partcp,tran,sg,praet,,,pass
объединяющее,объединять,ipf,partcp,tran,sg,praes,,,act
подобранные,подобрать,pf,partcp,tran,pl,praet,,,pass
выделенных,выделить,pf,partcp,tran,pl,praet,,,pass
куривший,курить,ipf,partcp,tran,sg,praet,,,act
заглядывавших,заглядывать,ipf,partcp,intr,pl,praet,,,act
проходящими,проходить,ipf,partcp,tran,pl,praes,,,act
случившуюся,случиться,pf,partcp,intr,sg,praet,,,med
погибающим,погибать,ipf,partcp,intr,pl,praes,,,act
приезжавшими,приезжать,ipf,partcp,intr,pl,praet,,,act
позволяющая,позволять,ipf,partcp,tran,sg,praes,,,act
доставлены,доставить,pf,partcp,tran,pl,praet,,,pass
гуляющих,гулять,ipf,partcp,intr,pl,praes,,,act
создан,создать,pf,partcp,tran,sg,praet,,,pass
ущемлённым,ущемить,pf,partcp,tran,sg,praet,,,pass
данный,дать,pf,partcp,tran,sg,praet,,,pass
оказавшийся,оказаться,pf,partcp,intr,sg,praet,,,med
сочинённые,сочинить,pf,partcp,tran,pl,praet,,,pass
высушенных,высушить,pf,partcp,tran,pl,praet,,,pass
обновляющемся,обновляться,ipf,partcp,intr,sg,praes,,,med
смешанных,смешать,pf,partcp,tran,pl,praet,,,pass
изложенной,изложить,pf,partcp,tran,sg,praet,,,pass
избравший,избрать,pf,partcp,tran,sg,praet,,,act
обтягивающими,обтягивать,ipf,partcp,tran,pl,praes,,,act
подавленная,подавить,pf,partcp,tran,sg,praet,,,pass
чинивший,чинить,ipf,partcp,tran,sg,praet,,,act
терпящим,терпеть,ipf,partcp,tran,sg,praes,,,act
побледневшее,побледнеть,pf,partcp,intr,sg,praet,,,act
приглашаемыми,приглашать,ipf,partcp,tran,pl,praes,,,pass
шевелящихся,шевелиться,ipf,partcp,intr,pl,praes,,,med
предназначен,предназначить,pf,partcp,tran,sg,praet,,,pass
заделан,заделать,pf,partcp,tran,sg,praet,,,pass
прочитанные,прочитать,pf,partcp,tran,pl,praet,,,pass
заражённой,заразить,pf,partcp,tran,sg,praet,,,pass
подчёркнутые,подчеркнуть,pf,partcp,tran,pl,praet,,,pass
контролируемой,контролировать,ipf,partcp,tran,sg,praes,,,pass
продуманной,продумать,pf,partcp,tran,sg,praet,,,pass
обшарпанный,обшарпать,pf,partcp,tran,sg,praet,,,pass
выпавшей,выпасть,pf,partcp,intr,sg,praet,,,act
написавшей,написать,pf,partcp,tran,sg,praet,,,act
размётанные,разметать,pf,partcp,tran,pl,praet,,,pass
проходящими,проходить,ipf,partcp,tran,pl,praes,,,act
выбившиеся,выбиться,pf,partcp,intr,pl,praet,,,med
полученную,получить,pf,partcp,tran,sg,praet,,,pass
указаны,указать,pf,partcp,tran,pl,praet,,,pass
озабочен,озаботить,pf,partcp,tran,sg,praet,,,pass
зажат,зажать,pf,partcp,tran,sg,praet,,,pass
увенчанных,увенчать,pf,partcp,tran,pl,praet,,,pass
снятой,снять,pf,partcp,tran,sg,praet,,,pass
возглавляющего,возглавлять,ipf,partcp,tran,sg,praes,,,act
сводящими,сводить,ipf,partcp,tran,pl,praes,,,act
данные,дать,pf,partcp,tran,pl,praet,,,pass
опротестованных,опротестовать,pf,partcp,tran,pl,praet,,,pass
высеченных,высечь,pf,partcp,tran,pl,praet,,,pass
уехавший,уехать,pf,partcp,intr,sg,praet,,,act
распускающимся,распускаться,ipf,partcp,intr,sg,praes,,,med
составляющую,составлять,ipf,partcp,tran,sg,praes,,,act
указ,указать,pf,partcp,tran,sg,praet,,,pass
принято,принять,pf,partcp,tran,sg,praet,,,pass
поднятыми,поднять,pf,partcp,tran,pl,praet,,,pass
ставший,стать,pf,partcp,intr,sg,praet,,,act
обращён,обратить,pf,partcp,tran,sg,praet,,,pass
воспалены,воспалить,pf,partcp,tran,pl,praet,,,pass
идущим,идти,ipf,partcp,intr,sg,praes,,,act
показано,показать,pf,partcp,tran,sg,praet,,,pass
заготовлен,заготовить,pf,partcp,tran,sg,praet,,,pass
определена,определить,pf,partcp,tran,sg,praet,,,pass
поющую,петь,ipf,partcp,tran,sg,praes,,,act
улыбающееся,улыбаться,ipf,partcp,intr,sg,praes,,,med
произвёдшую,произвести,pf,partcp,tran,sg,praet,,,act
подходящего,подходить,ipf,partcp,,sg,praes,,,act
предоставленные,предоставить,pf,partcp,tran,pl,praet,,,pass
предназначенной,предназначить,pf,partcp,tran,sg,praet,,,pass
отдыхавших,отдыхать,ipf,partcp,intr,pl,praet,,,act
находящихся,находиться,ipf,partcp,intr,pl,praes,,,med
замечено,заметить,pf,partcp,tran,sg,praet,,,pass
увеличенную,увеличить,pf,partcp,tran,sg,praet,,,pass
занятые,занять,pf,partcp,tran,pl,praet,,,pass
вступающего,вступать,ipf,partcp,intr,sg,praes,,,act
употребляемые,употреблять,ipf,partcp,tran,pl,praes,,,pass
разбросанные,разбросать,pf,partcp,tran,pl,praet,,,pass
придана,придать,pf,partcp,tran,sg,praet,,,pass
вымыт,вымыть,pf,partcp,tran,sg,praet,,,pass
рассказана,рассказать,pf,partcp,tran,sg,praet,,,pass
оторванные,оторвать,pf,partcp,tran,pl,praet,,,pass
изображающие,изображать,ipf,partcp,tran,pl,praes,,,act
объединённых,объединить,pf,partcp,tran,pl,praet,,,pass
занятые,занять,pf,partcp,tran,pl,praet,,,pass
пройденного,пройти,pf,partcp,tran,sg,praet,,,pass
разрешён,разрешить,pf,partcp,tran,sg,praet,,,pass
регистрируемой,регистрировать,ipf,partcp,tran,sg,praes,,,pass
погрязшие,погрязнуть,pf,partcp,intr,pl,praet,,,act
обсаженного,обсадить,pf,partcp,tran,sg,praet,,,pass
рассчитывающих,рассчитывать,ipf,partcp,intr,pl,praes,,,act
найденной,найти,pf,partcp,tran,sg,praet,,,pass
раскалённым,раскалить,pf,partcp,tran,sg,praet,,,pass
уставленным,уставить,pf,partcp,,sg,praet,,,pass
принимаемых,принимать,ipf,partcp,tran,pl,praes,,,pass
предусмотрено,предусмотреть,pf,partcp,tran,sg,praet,,,pass
отколот,отколоть,pf,partcp,tran,sg,praet,,,pass
относившейся,относиться,ipf,partcp,intr,sg,praet,,,med
распространённое,распространить,pf,partcp,tran,sg,praet,,,pass
пришедших,прийти,pf,partcp,intr,pl,praet,,,act
одобренная,одобрить,pf,partcp,tran,sg,praet,,,pass
вышиты,вышить,pf,partcp,tran,pl,praet,,,pass
рассчитана,рассчитать,pf,partcp,tran,sg,praet,,,pass
отбирающих,отбирать,ipf,partcp,tran,pl,praes,,,act
длящуюся,длиться,ipf,partcp,intr,sg,praes,,,med
возглавившего,возглавить,pf,partcp,tran,sg,praet,,,act
потерявшейся,потеряться,pf,partcp,intr,sg,praet,,,med
созданной,создать,pf,partcp,tran,sg,praet,,,pass
соединённых,соединить,pf,partcp,tran,pl,praet,,,pass
направлено,направить,pf,partcp,tran,sg,praet,,,pass
касающихся,касаться,ipf,partcp,intr,pl,praes,,,med
страхующим,страховать,ipf,partcp,tran,sg,praes,,,act
выставленных,выставить,pf,partcp,tran,pl,praet,,,pass
связанные,связать,pf,partcp,tran,pl,praet,,,pass
оценены,оценить,pf,partcp,tran,pl,praet,,,pass
упакована,упаковать,pf,partcp,tran,sg,praet,,,pass
обезглавленным,обезглавить,pf,partcp,tran,sg,praet,,,pass
разветвляющихся,разветвляться,ipf,partcp,intr,pl,praes,,,med
