verb,factor1,factor2,group
отполировать pf,-20.1808688565605,-5.39882949849111,1
покаяться pf,-8.82170276744284,-5.39713053283757,1
разгореться pf,-2.15623782208026,-5.39579788927035,1
зайтись pf,-2.15623782208026,-5.39579788927035,1
возобновиться pf,-6.86722199215874,-5.39223047110699,1
упрекнуть pf,-2.83535014909898,-5.39082550268531,1
починить pf,-10.5856691637379,-5.38740602657473,1
зачесать pf,-19.1196566243317,-5.38562768004997,1
умыть pf,-17.0326778778483,-5.38539646297617,1
припасть pf,-5.44050374349315,-5.38423346539117,1
обломать pf,-19.2612754616673,-5.38416976479551,1
оправдаться pf,-2.81644349449988,-5.38394732238571,1
продавить pf,-19.1007499697326,-5.37874949975036,1
поникнуть pf,-9.34232864883632,-5.37863289955267,1
попятиться pf,-2.09951785828297,-5.37516334837154,1
обменять pf,-8.53191993300978,-5.37294718176468,1
закатать pf,-16.0039764746845,-5.37248859135329,1
забрести pf,-7.1399417702787,-5.36896124031564,1
углубиться pf,-2.08061120368388,-5.36828516807193,1
одержать pf,-6.80173116648888,-5.36756901335774,1
полить pf,-15.7764679583008,-5.36736523942528,1
развалить pf,-10.3476975762013,-5.3660140526069,1
присоединить pf,-15.2134985331761,-5.36593573816336,1
рассыпать pf,-18.0395377375039,-5.36554768130922,1
озвучить pf,-13.5554533821239,-5.36306686489814,1
расценить pf,-9.14486650663702,-5.35427014942021,1
приоткрыться pf,-1.33710884151038,-5.35157665918649,1
прорезаться pf,-4.03982716141647,-5.34835311138396,1
померещиться pf,-4.03982716141647,-5.34835311138396,1
заляпать pf,-21.39730113881,-5.34766735836319,1
проговориться pf,-7.99133720363136,-5.34707747702578,1
увидать pf,-3.19657907161016,-5.34668452433228,1
заполниться pf,-8.75081133149495,-5.3447856932206,1
зачитать pf,-13.1697869650298,-5.34010718871571,1
высушить pf,-20.3148146607579,-5.34000341883173,1
затащить pf,-6.01027970239067,-5.33425288042393,1
впитать pf,-7.39759056272257,-5.33047278843793,1
обездолить pf,-20.3171822519822,-5.32758735962245,1
распарить pf,-20.3171822519822,-5.32758735962245,1
покоробить pf,-15.8792999638483,-5.32538768382774,1
опустошить pf,-16.5275503663358,-5.32222686576967,1
обшить pf,-21.2642358699259,-5.31404167082047,1
зацепить pf,-4.55341821588437,-5.31354586868057,1
подавиться pf,-5.16394237288909,-5.30320011730276,1
слопать pf,-7.89917152186012,-5.30027051631849,1
отпить pf,-9.56320560141897,-5.29959357977331,1
выстроиться pf,-3.20179152624749,-5.29725370100051,1
преобразиться pf,-3.20179152624749,-5.29725370100051,1
взвалить pf,-8.25345202148482,-5.29688341867255,1
завезти pf,-8.90366379029155,-5.29283779386082,1
заострить pf,-18.8241015354132,-5.2911447243825,1
закашляться pf,-1.17461902147601,-5.29071939106174,1
проплыть pf,-5.19115072182078,-5.29003165034007,1
запить pf,-5.88560319155448,-5.28715197289838,1
пролепетать pf,-1.15571236687692,-5.28384121076214,1
поредеть pf,-9.58787732045393,-5.28185618114618,1
высосать pf,-16.0004299223096,-5.27911672202735,1
распечатать pf,-7.58295385058411,-5.27881883589641,1
явить pf,-9.7790406053382,-5.27729819089749,1
перекинуться pf,-3.1450715624502,-5.2766191601017,1
обделить pf,-19.3960066328139,-5.27499275968052,1
нарядить pf,-18.1191311691284,-5.27367100154176,1
утащить pf,-5.84778988235629,-5.27339561229917,1
разлучить pf,-18.0359911851291,-5.27217581198329,1
перебрать pf,-4.75768815834501,-5.26877009643866,1
внедрить pf,-19.2318708700263,-5.26835178604381,1
обмякнуть pf,-5.66342127638448,-5.26645764546242,1
упереть pf,-12.5080071729839,-5.26535062032806,1
изогнуть pf,-20.4262002347569,-5.26294226043702,1
замешать pf,-21.1206527044906,-5.26006258299532,1
переодеться pf,-10.3944517005438,-5.257194868383,1
променять pf,-11.6936485749601,-5.25510573069576,1
проанализировать pf,-16.4638024137734,-5.25433888257165,1
разлететься pf,-7.80700584008888,-5.2534635556112,1
отстраниться pf,-2.38266254567761,-5.25303247091666,1
воткнуть pf,-9.5232631537176,-5.25200859890883,1
политься pf,-3.07711501541131,-5.25015279347496,1
содрогнуться pf,-5.0853808655837,-5.24980892311413,1
обрушить pf,-10.5020540886375,-5.249193653237,1
сравняться pf,-7.78809918548979,-5.2465853753116,1
приложиться pf,-9.79636503566217,-5.24624150495077,1
прилипнуть pf,-7.94440690467683,-5.24284454431025,1
взломать pf,-11.1760058246366,-5.2414150583931,1
поклясться pf,-5.54455522218821,-5.24133861433611,1
заглохнуть pf,-7.23647752840253,-5.22852573776818,1
выгореть pf,-17.7033270858655,-5.22478592259627,1
понюхать pf,-4.97724341812237,-5.22200225509746,1
пересказать pf,-8.3266180613805,-5.21759715213426,1
отремонтировать pf,-14.7614421971137,-5.21571852396993,1
переставить pf,-8.06871443303728,-5.21480074971359,1
побудить pf,-3.31202148433308,-5.21312720208442,1
выползти pf,-5.32028733450547,-5.21278333172358,1
проскочить pf,-5.32028733450547,-5.21278333172358,1
воцариться pf,-4.96070435474752,-5.20270801558858,1
накинуться pf,-4.96070435474752,-5.20270801558858,1
залететь pf,-9.84690289861213,-5.20227794672347,1
прорасти pf,-16.4362639533895,-5.2006965740055,1
известить pf,-14.9832140147257,-5.20068191076427,1
вкопать pf,-19.8560510651146,-5.199184769594,1
пристроиться pf,-2.23907938024233,-5.1990533830915,1
восхититься pf,-2.23907938024233,-5.1990533830915,1
наломать pf,-13.6882202251708,-5.19845285670355,1
пронзить pf,-7.65465181278104,-5.19545755093561,1
устоять pf,-9.6451117988694,-5.19121606255395,1
обмереть pf,-4.55787831773288,-5.18919664253854,1
сомкнуть pf,-7.62401528631991,-5.18770737008424,1
натопить pf,-14.7646158943599,-5.18668349807642,1
выкупить pf,-14.0183786537785,-5.18129659225651,1
замотать pf,-4.23682733386359,-5.17835611244823,1
разбавить pf,-18.1087751212001,-5.17538740861173,1
уполномочить pf,-20.8440042701712,-5.17245780762745,1
искалечить pf,-16.4061219820373,-5.17025813183275,1
выучиться pf,-4.86617108175203,-5.16831711409057,1
вдохнуть pf,-6.87443693192442,-5.16797324372973,1
изречь pf,-4.19901402466539,-5.16459975184903,1
обуглить pf,-20.1579405584854,-5.16186226508632,1
мариновать ipf,-20.1579405584854,-5.16186226508632,1
выкатиться pf,-8.87146619885521,-5.16179754764097,1
обогнуть pf,-5.45538875461632,-5.16102259258559,1
помянуть pf,-16.0264881511092,-5.15948343536566,1
ввалиться pf,-4.14157537417764,-5.15848678550472,1
согнать pf,-7.2194422146267,-5.1578695136022,1
сконструировать pf,-16.3683086728391,-5.15650177123354,1
асфальтировать ipf,-19.7638853833434,-5.15237780888671,1
внушить pf,-7.99999247855852,-5.15009891037279,1
потускнеть pf,-9.70331973317685,-5.14829885889832,1
разогнаться pf,-8.83365288965702,-5.14804118704176,1
начертить pf,-14.1951863711332,-5.14676265906139,1
пригнуться pf,-6.68764141355027,-5.14367626652105,1
доесть pf,-9.0999452760482,-5.13736236947959,1
заковать pf,-19.0589150170585,-5.13490408604597,1
разлюбить pf,-6.78757373028643,-5.13462869680339,1
полюбоваться pf,-9.97193957328023,-5.13459849167872,1
подступить pf,-9.66550642397866,-5.13454249829912,1
расшибить pf,-14.7632855442036,-5.13371167629521,1
спороть pf,-18.6837664965156,-5.13229781014597,1
обвиснуть pf,-12.0032120160683,-5.13156393804575,1
застынуть pf,-8.61147097448701,-5.12734685960581,1
проступить pf,-7.09810681760459,-5.12511582661125,1
присудить pf,-14.5189860903262,-5.1243310403932,1
оттащить pf,-4.04704210118215,-5.12409588400671,1
развесить pf,-14.4659745275267,-5.11913817617273,1
обескуражить pf,-18.6459531873174,-5.11854144954677,1
обзавестись pf,-5.9849838130914,-5.10970170622842,1
запачкать pf,-19.593006805261,-5.10499576074479,1
переложить pf,-6.36606643674273,-5.1046773940754,1
обозначиться pf,-3.99799220874236,-5.10450769767957,1
даться pf,-3.99799220874236,-5.10450769767957,1
насупить pf,-20.2858651958592,-5.10409534620049,1
переработать pf,-17.5658343004895,-5.09846145080602,1
съехать pf,-7.63060452667159,-5.09718676420747,1
подшить pf,-20.9614110109938,-5.09433748845919,1
ослепнуть pf,-11.568002417914,-5.09397590071234,1
протиснуться pf,-3.26572642981046,-5.09363101452206,1
потушить pf,-6.23236954488349,-5.09214470836665,1
поругаться pf,-3.96017889954417,-5.09075133708037,1
докатиться pf,-3.96017889954417,-5.09075133708037,1
подыскать pf,-12.6362772863034,-5.07932405107748,1
учинить pf,-16.1105668931188,-5.07577517616528,1
взбудоражить pf,-17.4634055580665,-5.07258594411468,1
прицепиться pf,-7.8951498783842,-5.0701814632133,1
соблюсти pf,-18.0674152596271,-5.06825917868659,1
пролезть pf,-8.61444310582535,-5.0665493780182,1
сблизить pf,-5.24456772883262,-5.06605556357919,1
облюбовать pf,-9.49512240100525,-5.06447218883582,1
сместить pf,-17.6129198648296,-5.06261263405356,1
раздеть pf,-14.6597265734362,-5.05400900364837,1
ссадить pf,-10.592565718157,-5.05349550162983,1
продолжиться pf,-10.592565718157,-5.05349550162983,1
вылепить pf,-16.7852373158083,-5.05347500676687,1
поколебаться pf,-9.79287845155392,-5.05196033500824,1
наехать pf,-11.7575834785231,-5.05148304421731,1
принудить pf,-15.3866898722348,-5.05142327302494,1
уязвить pf,-19.8056655057696,-5.04674476852004,1
вовлечь pf,-15.6597917541794,-5.04565617906687,1
подпереть pf,-17.5612287283469,-5.04287672754014,1
истечь pf,-9.54604236777982,-5.03801076744179,1
выбиться pf,-5.82486158428128,-5.03642837889438,1
переиграть pf,-9.4574739022105,-5.02910744542228,1
вычеркнуть pf,-10.8458855530575,-5.02830791571505,1
приглядеться pf,-9.65223017502765,-5.02385972017331,1
размахнуться pf,-6.39517260254647,-5.0222556770898,1
прикатить pf,-6.95973610680665,-5.02170591545433,1
подвинуться pf,-6.26512928628669,-5.02107988981677,1
подозвать pf,-6.11648801700033,-5.02003732840265,1
подплыть pf,-7.08962507228017,-5.01937599964811,1
поседеть pf,-13.2105031874811,-5.0189586150904,1
вывалить pf,-10.3091107500648,-5.01730081249113,1
разъярить pf,-21.0788177518165,-5.01621716929093,1
вписаться pf,-5.76814162048399,-5.01579383799558,1
рассечь pf,-16.6409354636826,-5.01401749349622,1
пошарить pf,-7.07071841768107,-5.01249781934851,1
преобразить pf,-17.2891858661701,-5.01085667543816,1
спиться pf,-7.76517088741477,-5.00961814190681,1
озлобить pf,-21.0599110972174,-5.00933898899133,1
сузиться pf,-3.0352800627372,-5.00630737977057,1
передаться pf,-3.0352800627372,-5.00630737977057,1
сникнуть pf,-3.0352800627372,-5.00630737977057,1
взвыть pf,-3.0352800627372,-5.00630737977057,1
пробурчать pf,-3.0352800627372,-5.00630737977057,1
потеплеть pf,-11.5323123236578,-5.00140454071188,1
обокрасть pf,-4.03977233116863,-4.9988746573129,1
намотать pf,-18.2362394841138,-4.99731098663618,1
позолотить pf,-19.9986988649887,-4.99613717055019,1
разрядить pf,-12.5214817322944,-4.99378955270271,1
перевестись pf,-7.70845092361748,-4.988983601008,1
отвлечься pf,-5.68484493073011,-4.9872347622255,1
разукрасить pf,-15.5419099222557,-4.98705931445588,1
раскрутить pf,-19.6046436898466,-4.98665271435058,1
начислить pf,-19.5857370352475,-4.97977453405098,1
назреть pf,-10.8969167046279,-4.97938453231159,1
приравнять pf,-20.0825505736195,-4.97191773131326,1
одичать pf,-15.0940925268173,-4.97151383720401,1
солгать pf,-7.65173095982019,-4.9683490601092,1
нахлобучить pf,-11.6229211687229,-4.96351480973873,1
обступить pf,-8.44049940912821,-4.9607497645179,1
отомстить pf,-13.0418274569174,-4.9598092553608,1
разрисовать pf,-18.5056181484197,-4.95969453531024,1
увенчаться pf,-4.9188694020734,-4.95886260188419,1
окинуть pf,-6.213776127913,-4.95452022866545,1
поужинать pf,-10.1977969991928,-4.95353854112552,1
оскалить pf,-19.613197258298,-4.95156911155342,1
укутать pf,-17.819554436734,-4.9490989927691,1
осыпать pf,-17.819554436734,-4.9490989927691,1
претерпеть pf,-8.76769882774647,-4.94674841636954,1
польстить pf,-18.4678048392215,-4.94593817471103,1
притронуться pf,-4.88105609287521,-4.94510624128498,1
разрастись pf,-4.88105609287521,-4.94510624128498,1
обнести pf,-18.0926563186785,-4.94333189881103,1
полениться pf,-6.09970457734331,-4.93434414870179,1
условиться pf,-10.1162362776881,-4.93365640798013,1
остынуть pf,-15.5995091548778,-4.9329705242978,1
ориентировать pf,-20.8021693174971,-4.92861239392306,1
перекрутить pf,-20.783262662898,-4.92173421362346,1
обременить pf,-20.783262662898,-4.92173421362346,1
расколоться pf,-10.8378970963535,-4.91760826357574,1
задвинуть pf,-10.0408510737933,-4.91622081714043,1
хватиться pf,-11.5323495660872,-4.91472858613405,1
благословить pf,-13.0663403293863,-4.91287586231583,1
оглохнуть pf,-7.47257480848572,-4.91198026994067,1
укатить pf,-6.80245874140961,-4.9114178239978,1
выписаться pf,-8.810724591582,-4.91107395363697,1
изрыть pf,-19.7220504306692,-4.90853239518232,1
всколыхнуть pf,-11.5134429114881,-4.90785040583444,1
замутить pf,-15.2841681425353,-4.90633271938761,1
взбесить pf,-15.2841681425353,-4.90633271938761,1
доползти pf,-10.6701948216818,-4.90618181878276,1
распуститься pf,-6.78355208681051,-4.9045396436982,1
загулять pf,-10.1563864737927,-4.90187854183854,1
выдвинуться pf,-6.07019296247772,-4.9005411408403,1
испещрить pf,-19.3279952555272,-4.89904793898272,1
примкнуть pf,-14.0241225540649,-4.8966425366235,1
предотвратить pf,-16.1962014510762,-4.89425293745459,1
усохнуть pf,-10.4669195611109,-4.89236567164641,1
позаботиться pf,-5.9460837493263,-4.89173476551425,1
заглушить pf,-12.1993499174193,-4.89138206216397,1
запаять pf,-20.9928350854919,-4.89042085516249,1
покалечить pf,-14.2040492557075,-4.88625272064687,1
зажмурить pf,-8.66246106909651,-4.88601176247299,1
ушибить pf,-14.5602911216514,-4.88198081624727,1
извиниться pf,-7.25459464963173,-4.88080815881417,1
сдуть pf,-7.04454199306845,-4.88039841235509,1
отозвать pf,-10.0762067662714,-4.87949999983619,1
обслужить pf,-15.3893263353066,-4.87906205027785,1
поддать pf,-18.2970910715426,-4.87694774375478,1
подогреть pf,-16.4120912803937,-4.87604232682139,1
приключиться pf,-5.96972558637388,-4.8737808273953,1
изумить pf,-16.7374712218064,-4.87358199094876,1
набежать pf,-11.2534476871199,-4.87339971779928,1
заломить pf,-10.4212120489736,-4.86939626970866,1
разрыть pf,-17.5618126570136,-4.86837239770084,1
спалить pf,-13.1239303688797,-4.86617272190613,1
отдаться pf,-5.97565968948224,-4.86615023934228,1
слить pf,-18.6156066920037,-4.86549090603543,1
отыскаться pf,-8.68604808074582,-4.86397304611142,1
объясниться pf,-6.66244208785844,-4.86222420732892,1
размыть pf,-13.1050237142806,-4.85929454160653,1
упорядочить pf,-19.5707971938765,-4.8535069527855,1
замкнуться pf,-5.94551645164154,-4.85344023331475,1
огранить pf,-20.9195760583197,-4.8504920747548,1
закидать pf,-14.7192343893109,-4.84946621504609,1
прицепить pf,-16.7737023067295,-4.84940348530163,1
защемить pf,-7.98107771446098,-4.84649932327068,1
прогреметь pf,-9.07505264987345,-4.8449581329952,1
обглодать pf,-20.9006694037206,-4.8436138944552,1
преградить pf,-9.33391637940876,-4.84331009122009,1
пропахнуть pf,-18.6012759811215,-4.84217359339609,1
отыграть pf,-15.5465348345076,-4.8411017054995,1
обезглавить pf,-20.5255208831776,-4.8410076185552,1
укоротить pf,-18.4385421366942,-4.8407764014814,1
смыться pf,-3.89943729227096,-4.84002774307637,1
замахнуться pf,-5.90770314244334,-4.83968387271554,1
пренебречь pf,-5.13133949271897,-4.83719835686881,1
прострелить pf,-11.3577477703662,-4.83549718062425,1
привалиться pf,-10.4271243733821,-4.83416494672521,1
обвить pf,-18.6399672157417,-4.83301539336198,1
посыпать pf,-19.0337809763822,-4.83242271920287,1
уцепиться pf,-8.50518666548002,-4.83204548084973,1
заделать pf,-18.1155297865057,-4.83082067814476,1
застигнуть pf,-15.401574883358,-4.82821240021935,1
сокрушить pf,-14.8503353300954,-4.8276548995092,1
проломить pf,-13.995357368427,-4.82511431190575,1
опалить pf,-19.8205505168928,-4.82353389571446,1
развеселиться pf,-5.16420078026985,-4.8229753638301,1
распродать pf,-15.6746767653026,-4.82244530626128,1
износить pf,-19.4454019963498,-4.82092761981446,1
усмотреть pf,-13.6013021932849,-4.81562985570614,1
сожрать pf,-12.7580541034786,-4.81396126865446,1
утечь pf,-5.83974659540445,-4.8132175060888,1
оповестить pf,-9.85627829574922,-4.81252976536713,1
соблазнить pf,-11.9492782090564,-4.81170182166738,1
уберечь pf,-10.4055016572944,-4.80988729458833,1
закрепиться pf,-8.53479484395304,-4.8089476037146,1
растерять pf,-13.3934738435891,-4.80694788776585,1
увериться pf,-5.82083994080536,-4.8063393257892,1
присмотреться pf,-15.0376734056738,-4.8063238641537,1
подкрепить pf,-15.9931053220483,-4.80441704126248,1
отсечь pf,-14.1264583092114,-4.80330299636886,1
добежать pf,-7.11574666664495,-4.80199695257046,1
выгладить pf,-18.365283109522,-4.80084762107371,1
опухнуть pf,-19.6605238852505,-4.79993840875763,1
скрючить pf,-17.6792193978363,-4.79025207853257,1
вымыслить pf,-20.8987050756209,-4.7881768913756,1
подцепить pf,-13.5256755748885,-4.78811713450773,1
истолковать pf,-14.5378379146775,-4.78173076662173,1
подменить pf,-12.6711909018406,-4.78061672172812,1
затолкать pf,-9.75050843951214,-4.77230703814119,1
оцепить pf,-10.9617282671244,-4.77057572134504,1
подохнуть pf,-14.4289817805257,-4.76844567315957,1
припереться pf,-7.72333593474066,-4.76577272820242,1
выселить pf,-10.7224898788786,-4.76458036886526,1
облупить pf,-20.6429276240003,-4.76288729938694,1
зазеваться pf,-12.4343201048191,-4.76220531003906,1
отшвырнуть pf,-5.00171096023547,-4.76211809570534,1
распрямиться pf,-6.97746598134292,-4.76148027852625,1
влиться pf,-9.71269513031395,-4.75855067754198,1
округлить pf,-10.4055535209121,-4.75765026299768,1
прорубить pf,-16.1861386812673,-4.75380944329263,1
поторопиться pf,-8.90180351878632,-4.7536703342293,1
огласить pf,-12.7716553161639,-4.75105522533985,1
возродить pf,-15.1478929041422,-4.74731145113119,1
повидать pf,-8.19150292983097,-4.74593783990937,1
выпрямить pf,-17.5083408197539,-4.74287003039066,1
потонуть pf,-10.004321563033,-4.74215962705025,1
пересесть pf,-6.88823518848069,-4.74055179080919,1
заткнуть pf,-14.4932255695431,-4.73794859652484,1
перерезать pf,-11.7104430839352,-4.73785340689871,1
покушать pf,-16.7995211230828,-4.73765665173199,1
загореть pf,-7.97714905826152,-4.73562531711148,1
сориентироваться pf,-12.3586934864227,-4.73469258884065,1
ошпарить pf,-16.0583758925164,-4.73364616953086,1
разослать pf,-10.0009804492189,-4.72781240651564,1
заколоть pf,-10.0009804492189,-4.72781240651564,1
удостоверять ipf,-19.5827820066068,-4.7215998781408,1
снизойти pf,-9.94760159923572,-4.72152508615144,1
докончить pf,-6.87169612510583,-4.72125755130031,1
влепить pf,-11.6151911242493,-4.7179840799552,1
развезти pf,-11.5826802951843,-4.71769013313695,1
расшифровать pf,-17.9166034429875,-4.7151172668758,1
скопиться pf,-4.87703444939929,-4.71501718817979,1
задолжать pf,-4.87703444939929,-4.71501718817979,1
отпрянуть pf,-4.87703444939929,-4.71501718817979,1
уместиться pf,-12.3019735226255,-4.71405804794184,1
надорвать pf,-14.0259009076117,-4.71364944581114,1
восстать pf,-17.5176118084073,-4.7109932891842,1
выкроить pf,-19.7602840007207,-4.70952748548972,1
разыграться pf,-9.56911196487867,-4.70457158971683,1
уравнять pf,-13.6318457324696,-4.70416498961154,1
выпятить pf,-16.9796262965922,-4.70173914954573,1
простудиться pf,-8.85575284054588,-4.70057308685893,1
взыскать pf,-18.6105606220453,-4.6992338311595,1
ухудшиться pf,-9.55020531027957,-4.69769340941723,1
завесить pf,-17.6756728454614,-4.69688020920664,1
исковеркать pf,-17.3836643089178,-4.69576912286511,1
спереть pf,-9.53129865568048,-4.69081522911763,1
отслужить pf,-11.3741025544801,-4.69041157221965,1
занизить pf,-17.3647576543187,-4.6888909425655,1
засучить pf,-13.863946146945,-4.68860006084905,1
вознаградить pf,-17.2816176703194,-4.68739575300704,1
выкрасить pf,-16.9896091337757,-4.6862846666655,1
лакировать ipf,-20.7603343648229,-4.68476698021867,1
прокурить pf,-20.7603343648229,-4.68476698021867,1
окровавить pf,-20.7603343648229,-4.68476698021867,1
сгорбить pf,-20.7603343648229,-4.68476698021867,1
застирать pf,-20.7603343648229,-4.68476698021867,1
прокормить pf,-18.9532669958374,-4.68368039279091,1
расторгнуть pf,-18.6612584592938,-4.68256930644937,1
усыпать pf,-20.3662791896809,-4.67528252401907,1
клясться pf,-16.2204054380906,-4.6741939345659,1
истратить pf,-11.865663133956,-4.67348944832966,1
прикусить pf,-8.34603203569861,-4.67289181359306,1
отпечататься pf,-6.7606237887355,-4.66757241029341,1
спутаться pf,-6.7606237887355,-4.66757241029341,1
скривиться pf,-6.7606237887355,-4.66757241029341,1
иллюстрировать pf,-19.6802154779951,-4.66468698147793,1
обвязать pf,-18.5455928295886,-4.66437248938311,1
испариться pf,-11.471607958814,-4.66400499213005,1
восстановиться pf,-11.471607958814,-4.66400499213005,1
обостриться pf,-6.7417171341364,-4.66069422999381,1
нацарапать pf,-10.8044509017273,-4.66028762988852,1
заступиться pf,-8.71747215524385,-4.66005641281472,1
отцвести pf,-10.9577996109249,-4.65970171518584,1
загрузить pf,-16.2468254582927,-4.65505458322556,1
подкрасться pf,-6.72281047953731,-4.65381604969421,1
выменять pf,-10.7855442471282,-4.65340944958891,1
приспособиться pf,-7.40192280655602,-4.64884366310918,1
приникнуть pf,-8.34715694729415,-4.64683898658294,1
воспеть pf,-15.4708122670542,-4.63805212752185,1
соскользнуть pf,-6.66609051574002,-4.6331815087954,1
столкнуть pf,-7.83877834746359,-4.63221540595455,1
залатать pf,-20.5705491321415,-4.63050675177715,1
выделиться pf,-11.3770746858185,-4.62961409063204,1
навеять pf,-18.1871347614262,-4.62824434623798,1
облететь pf,-12.035954169653,-4.62434471084697,1
захмелеть pf,-15.6874731421813,-4.62390195767447,1
рассвести pf,-8.64421312807171,-4.62012763240703,1
разлиться pf,-10.6524789782441,-4.6197837620462,1
испечь pf,-15.7061008398006,-4.61852867296458,1
окунуться pf,-7.93085400373891,-4.61612912954912,1
обнажиться pf,-8.62530647347261,-4.61324945210743,1
отвернуть pf,-10.7922623219425,-4.61022797933043,1
отшлифовать pf,-18.5055633181718,-4.61021608123918,1
навесить pf,-9.93390443749341,-4.6088942726868,1
расслабиться pf,-11.0312915340037,-4.60863285048834,1
удрать pf,-9.77141757923959,-4.60435881439531,1
надвинуть pf,-16.7113666203208,-4.60065915419503,1
запрокинуть pf,-18.8612513078287,-4.59885736857974,1
вступиться pf,-6.57155724274454,-4.59879060729739,1
накалить pf,-20.4836859305035,-4.59716220485081,1
распростереть pf,-20.4836859305035,-4.59716220485081,1
выверить pf,-20.4836859305035,-4.59716220485081,1
просрочить pf,-20.4836859305035,-4.59716220485081,1
пощадить pf,-11.8008033244491,-4.59497136204555,1
выделать pf,-20.4647792759044,-4.5902840245512,1
выжечь pf,-20.4647792759044,-4.5902840245512,1
оцепенеть pf,-10.5412793739485,-4.58988133850442,1
прошибить pf,-11.5890146996366,-4.58588467296179,1
навестить pf,-11.0994989954363,-4.58170403519771,1
выстоять pf,-13.5901037670719,-4.57953462285313,1
оскалиться pf,-7.13063167776812,-4.57878607976487,1
осветиться pf,-7.82508414750183,-4.57590640232318,1
передразнить pf,-5.79791164273034,-4.56937209238441,1
ниспослать pf,-19.0095118685336,-4.56759774991046,1
расчистить pf,-15.0883969382783,-4.5665464347613,1
отточить pf,-19.3657537344775,-4.56332584551086,1
услыхать pf,-7.07391171397084,-4.55815153886607,1
сцепить pf,-19.7925716128033,-4.55806729299385,1
обругать pf,-9.09586880232443,-4.55779486230335,1
испачкать pf,-19.3468470798784,-4.55644766521126,1
расчесать pf,-17.666906519645,-4.55509558679609,1
разрешиться pf,-10.4710825036106,-4.55204831362184,1
истребить pf,-18.588879967435,-4.55018875883959,1
растревожить pf,-16.437894489412,-4.5490099821761,1
накопать pf,-9.80392544652398,-4.54833095138031,1
уладить pf,-16.2054655967196,-4.54792635330042,1
подработать pf,-16.2054655967196,-4.54792635330042,1
застлать pf,-17.9293929817058,-4.54751775116972,1
припереть pf,-14.8326194866577,-4.54125684277264,1
свернуться pf,-12.3552069023145,-4.54041141889812,1
просветлеть pf,-6.87606620145843,-4.53401508804555,1
оробеть pf,-7.00595516693194,-4.53168517223932,1
заточить pf,-17.224422615421,-4.53004402832898,1
перешагнуть pf,-5.68447171513576,-4.52810301058679,1
осложнить pf,-18.5772612803688,-4.52685479627838,1
мешаться ipf,-6.98704851233285,-4.52480699193972,1
съежиться pf,-6.98704851233285,-4.52480699193972,1
замазать pf,-17.2055159608219,-4.52316584802938,1
воздвигнуть pf,-18.1578720588988,-4.52308257300835,1
допросить pf,-11.704053849235,-4.52018041300281,1
подпоясать pf,-20.6010926713262,-4.51904188568254,1
обветрить pf,-20.6010926713262,-4.51904188568254,1
закипеть pf,-12.392485152145,-4.51835989633467,1
прицелиться pf,-7.66259432746745,-4.51504913419842,1
измучиться pf,-7.66259432746745,-4.51504913419842,1
запылить pf,-17.504319176278,-4.51278097728547,1
увить pf,-20.5821860167271,-4.51216370538294,1
вляпаться pf,-12.3735784975459,-4.51148171603506,1
подсветить pf,-20.2070374961841,-4.50955742948294,1
намазать pf,-18.6306505899692,-4.50802803074899,1
посчитаться pf,-12.3546718429468,-4.50460353573546,1
осмотреться pf,-8.93859439870794,-4.50382858068008,1
разгорячить pf,-19.5209737844984,-4.4989618869418,1
остолбенеть pf,-7.95422076018651,-4.49865808370669,1
удавить pf,-16.3984989559387,-4.49731875533056,1
перезимовать pf,-16.5518476651362,-4.49673284062788,1
набухнуть pf,-15.5431376239572,-4.49500446703905,1
перелететь pf,-8.06520307106093,-4.48944998760086,1
сладить pf,-15.7124352442529,-4.48672321278943,1
придвинуться pf,-6.84876782703082,-4.48429031789552,1
обдать pf,-12.2064083204613,-4.47954134457148,1
наметиться pf,-6.86237200149667,-4.47770608441417,1
дохнуть pf,-8.87063785166905,-4.47736221405334,1
побриться pf,-7.54915439987287,-4.47378005240081,1
расплющить pf,-18.4219482430715,-4.47200370790146,1
обрить pf,-18.4219482430715,-4.47200370790146,1
нахмурить pf,-18.9838705032887,-4.47130622607971,1
зацвести pf,-14.2760744914812,-4.47091511844828,1
урезать pf,-15.9923318051099,-4.46946016174592,1
перепрыгнуть pf,-8.83282454247086,-4.46360585345414,1
слепить pf,-11.9106913829199,-4.46298858155161,1
разменять pf,-14.5346968065149,-4.45918994631445,1
отморозить pf,-17.3607360108427,-4.45880188946032,1
обмазать pf,-18.3841349338733,-4.45824734730225,1
подготовиться pf,-7.46349011889475,-4.45763703584001,1
втащить pf,-6.80565203769938,-4.45707154351537,1
подстроить pf,-12.9228537227088,-4.45660221366561,1
пригнуть pf,-9.13162775792698,-4.45322098271023,1
перенять pf,-7.49243443607558,-4.453145511502,1
прожечь pf,-18.6572368158178,-4.45248025334419,1
осмелеть pf,-9.96769906499623,-4.44888339001408,1
вскормить pf,-18.461138337984,-4.44467028595566,1
оправиться pf,-8.77610457867357,-4.44297131255533,1
забрызгать pf,-16.9477741811016,-4.44243925296111,1
закутать pf,-19.6488984218722,-4.44119496805598,1
перебежать pf,-9.47055704840727,-4.44009163511363,1
насупиться pf,-8.07041552569827,-4.44001916426909,1
сощуриться pf,-10.0786813758707,-4.43967529390826,1
совместить pf,-19.0177638803363,-4.43847224554635,1
