"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9"
"интересоваться ipf",-0.108879081737606,0.182477213434676,0.0283164590693962,0.0670247415041178,0.0210312361688692,0.018385356751085,-0.00686946114808111,-0.00259661935250774,6.10839503978333e-16
"исключить pf",-0.284801246381569,-0.550369530311678,0.205562989544503,0.0292270301540667,-0.00245023921486199,-0.00144084631888801,-0.00944706880818645,0.00617454016226693,2.49344815628216e-15
"исполнить pf",-0.0953309538683345,-0.152670140685778,-0.0768365629584224,0.064421698365672,-0.00830637661774623,0.00470833809053767,-0.0109988999745259,0.001046610977727,8.97502558383501e-16
"исполниться pf",0.436110538753806,0.090742604477275,0.116631193628424,0.0165835585360689,0.0112529410214518,-0.00618690545768601,-0.0134685918136208,0.012518952096565,2.45246531416221e-16
"исполнять ipf",-0.0987964569714243,-0.00485182379414893,-0.101841930638269,-0.094122256176585,-0.0978504238930193,-0.120722156854235,0.0154551692099187,0.00362799506293858,-2.34534613952064e-15
"испортить pf",-0.185694499283404,-0.211833098375969,0.070178325989624,0.0660581277168968,0.0137287125861615,-0.00187122742073325,-0.00879398420551028,0.00205924591859369,1.54975858535078e-15
"исправить pf",-0.271100574798047,-0.150925818948135,-0.288092565433586,0.0884295360262572,0.0295023708691938,-0.00827885451071216,-0.0100759385542409,-0.00472932090030979,5.86553375314658e-16
"испугаться pf",0.473760343516702,0.0207222342016674,0.0580358782569865,-0.0260776140834592,-0.0396453922524707,0.0193471354983027,-0.0158551538686666,0.0126070127730705,-1.0169816377914e-16
"испытать pf",0.202693557546646,-0.118546953579326,-0.0547613821424937,0.0159541251846421,-0.0191040171690531,-0.00659027114660186,0.0144960844022481,-0.010235419730911,-2.08383657551714e-16
"испытывать ipf",0.0486456777888622,0.12264732013114,0.0447664815702056,-0.00931992899290785,-0.0379691768830154,0.0264097428663821,-0.00314743042243874,0.0105188279891407,-1.7650811368064e-16
"исходить ipf",-0.125146664020953,0.00294662177816977,-0.0261676377048312,-0.286051496901704,-0.310224970765229,0.101662102121872,-0.0157251521440614,-0.0226049015810942,-2.32431261737442e-15
"исчезать ipf",-0.0417241777699549,0.211816334437268,0.107418377993451,0.0357920385491452,0.0195556550876292,-0.0144959140193178,-0.0139468387781792,-0.000560646013734215,4.29127219869763e-16
"исчезнуть pf",0.382586600997648,0.0405889147577857,0.0513826152860463,0.00821093326543127,0.00625715151153449,-0.0243731220540158,0.0381342529899238,-0.0209644372739568,-7.70000382899205e-16
"казаться ipf",0.220639370876478,0.163888102374864,0.127942660594484,0.0406063800662899,0.0281616921474991,1.51792874737436e-05,-0.00996267922734897,0.00681274659535787,5.41450564939261e-16
"касаться ipf",-0.411687777567691,0.371166026720762,0.177638259763576,0.0552820219229718,0.03024345562141,0.0540899065723347,-0.00046912764858933,-0.0107701076788664,8.62808088863964e-16
"класть ipf",-0.214160774354651,0.191659219925007,0.0283564173303191,0.00286534114227579,0.071722411265751,0.0129828575380242,-0.0066522976902229,-0.00411615947298578,2.20960402752546e-16
"колебаться ipf",-0.0443238693999313,0.155641377981647,0.0700560269129089,-0.0496111827259549,-0.0796502667208027,0.0887262212998907,-0.00933386925360588,-0.00258342220841355,-6.70036942596042e-17
"командовать ipf",0.0783638154612108,0.0469077097326747,-0.0356031998021126,0.000565353270437187,-0.0313338532136909,-0.0893573683367234,-0.00362132578593483,-0.0151113572809724,-6.98443039515162e-16
"контролировать ipf",-0.366096184331935,0.0385224076739097,-0.198525576032096,0.0156881423030141,-0.050940952289225,-0.070081954009318,0.00930603456702976,0.0306733870188736,-1.25940924355916e-15
"кончать ipf",-0.162666221215084,0.0414918381257759,-0.098274214423838,-0.135676391394667,0.131602031665709,0.0187803577092406,-0.00113801665996609,-0.00446635505041955,-9.48243220055822e-16
"кончаться ipf",0.021573292299419,0.246036083717249,0.166778532365565,0.0444797442666461,0.0326008362321549,0.00927090732020498,-0.00795328641755261,0.00137906067471094,6.16477355275258e-16
"кончить pf",0.117232078216456,-0.0727997356508661,0.0891776899500908,-0.00513341128546811,0.00939784397936422,-0.000205242668030556,0.0132977215385502,-0.00806696660251074,1.44632569809566e-16
"кончиться pf",0.30450498252795,0.118422100467669,0.0986968541492965,0.0368833557330232,0.0220412307016205,-0.00572503195678015,-0.0116513588350091,0.00902374286902693,4.11779985109995e-16
"копать ipf",-0.129478416257325,-0.0393876146804866,-0.267943290641143,0.0612290280221799,0.0301883787708886,-0.00548366335835012,-0.00240320307310952,-0.00803381308585304,-3.92481186439753e-17
"кормить ipf",-0.13547419274835,0.00403814830468127,-0.169593050744211,0.0393568274864291,0.0319597024501619,-0.0299571564610037,-0.00708178029063862,-0.00771515675343703,-4.61870125478825e-17
"коснуться pf",0.248894369978428,-0.00195969378824904,-0.0707760390838333,0.0230422135530941,-0.0268434298745925,0.0121941495882142,-0.0141883651953665,0.00646076947523423,4.40186082029115e-17
"кричать ipf",0.0021408938361304,0.152901151601165,0.0468946143500774,0.0245961518461278,0.0319035013785868,0.00307194501529136,-0.00552338127577728,-0.00190172259803167,2.20960402752546e-16
"крутить ipf",-0.0596638785871494,0.0759008254181667,-0.0290689254294349,-0.0915219735163731,0.0639634584705251,0.0222814381025675,-0.000725485441659065,0.00226932358056453,-6.93293079195856e-16
"купаться ipf",-0.123796355242151,-0.0624419337913612,-0.316724917371474,0.109908957255347,-0.00683456195914358,-0.00274275239992556,-0.0118875577163034,-0.00377174189247855,3.42391046070922e-16
"купить pf",-0.030384685246708,-0.104119446199294,-0.134059365413431,0.0356577209479874,0.028658382659027,-0.00598530456088347,-0.00713346771662519,-0.000614988628436119,3.07696576551386e-16
"курить ipf",-0.0856671315678076,0.0645436147870292,-0.0996558835701272,0.0298787833914848,0.0352668899269476,-0.0157799307560591,-0.00193614546130252,-0.00815988546771515,-9.12898229232795e-17
"кушать ipf",-0.292590331735627,-0.0869572422174281,-0.316207350739281,-0.1374385553288,0.178913769540174,-0.0114504785433994,-0.00945635145631198,-0.00331906606258932,-1.1668183780289e-15
"лететь ipf",-0.153018028372608,0.18500752943633,0.0749694729769389,-0.0380392921287137,0.0211820956429091,-0.0820489868174131,-0.0227395568768427,-0.00698577215794072,-3.18972279145235e-16
"лечить ipf",-0.284603180407585,-0.0023404158716787,-0.246226828456898,0.0458844773895639,-0.0129905173966619,-0.0838534466834971,0.00223596524630517,-0.0261840301669455,-6.52039186532782e-16
"лечь pf",0.315622169705576,0.0178530207973594,-0.0280436337959304,0.0327429048379123,0.0212324577313593,-0.0146739568928313,-0.0114132087814371,0.00796079534391071,1.73689188032178e-16
"лишить pf",-0.196559735868461,-0.420093624927562,0.189581606467782,0.0129581622299595,-0.0139206607086257,0.0116000020700202,-0.00982192241565636,0.00576650751366909,1.99861828475978e-15
"ложиться ipf",-0.0750951050675805,0.108057394770064,0.00108916847941587,-0.0846973388714514,0.0708976567880307,0.0325151714203862,-0.00761091232879579,5.89263863764603e-05,-3.93131707743244e-16
"ломать ipf",-0.11890722812828,0.0301508508745177,-0.141813752501269,0.00283999760111471,-0.0234891005485151,0.0171140992251038,-0.00494283598546542,-0.00162340478116783,-2.93601948309075e-16
"менять ipf",-0.218525430211782,-0.00552459211172404,-0.225332391465719,0.00958799789786525,-0.0772157878535614,0.0549570879473336,-0.0075894292981708,-0.0107082232876673,-2.09251019289702e-16
"меняться ipf",-0.132702594417248,0.216884338792866,0.063210880965418,0.0698442527960511,0.0396189456257204,0.0142019917482216,-0.00572423398958806,-0.00285898913683382,6.82396847362376e-16
"мешать ipf",-0.0440999644475319,0.168669184066733,0.0736641772666338,-0.0181042062375362,0.0301216288640516,-0.00436398165626005,-0.00264988200600152,-0.00670238436708949,-1.36392633298676e-16
"молиться ipf",-0.0789462471519046,0.00879558195311165,-0.181538850404415,0.0408172865018157,0.0407813772297155,0.000385707442347749,-0.01009923854265,-0.00120246217083048,1.06468653338077e-16
"мучить ipf",0.0889277529848946,0.0879414737075403,0.00309775940310138,0.0160342880936248,0.030639436400064,-0.0199910108546058,0.0166618024330807,0.000572956761218607,-4.67941657644744e-16
"мучиться ipf",0.0556421515746595,0.102875573329864,0.0212264338638641,-0.0318680347135162,0.0141529888155783,0.0324212708456471,-0.00979694155668888,0.0022154121915137,-6.70036942596042e-17
"мыть ipf",-0.0842131605599069,-0.0222955887176125,-0.13228426953715,0.0225123646456866,0.0350708687888573,-0.00659139153143014,-0.00778817409663314,-0.00298883050639113,1.04300248993106e-16
"набирать ipf",-0.0708424591405913,0.0520710336212345,-0.0304007353386485,-0.124499541526775,-0.136330516017793,0.0580395025362531,-0.00732073545354016,-0.0135705185702911,-1.07314331032615e-15
"набить pf",-0.238798741349358,-0.415499829810311,0.25921376759009,-0.00563351674289674,0.0111597505536799,0.00171082438024035,0.0117135883849346,-0.00630834079422659,1.72106252860349e-15
"набрать pf",0.114793206506028,-0.0381841348923255,0.0102690663687474,-0.00573866952849502,-0.0079035557838588,-0.0048528438470021,0.0460840090488053,-0.0306291519744421,-7.71518265940685e-16
"надевать ipf",-0.0500022649028911,0.124589787187056,-0.00554195562517458,0.0197536769946723,0.0207037387456809,0.0116108994569184,-0.00528660231195894,0.00584186096653971,9.41087485717418e-17
"надеть pf",0.173974936044464,-0.0631741805943276,-0.0431470767070985,-0.0415287024245595,-0.0398122710543949,0.0357933823279697,-0.0108478237373076,0.00372343679563082,-1.41163122857613e-16
"надеяться ipf",-0.304759231902882,0.257918805416423,0.079319106150864,0.0246300606301273,0.00184321137700454,0.0582397307051043,-0.00395582828892391,-0.00830097431029437,4.67291136341252e-16
"надоесть pf",0.435002963492321,0.0350018504656991,0.0745181789164258,-0.00380352195920861,0.00074861845779066,-0.0322337987839374,0.060957751717143,-0.0339434171557938,-1.35763796038635e-15
"назвать pf",-0.00240641450692155,-0.14178325980519,-0.0772156773801068,0.0253893637467347,0.0162362839475423,-0.00250974300629497,-0.00601252968147951,9.54026070817422e-05,4.51244944188467e-16
"назначить pf",-0.125551150807126,-0.250877645892982,0.232271675948354,0.0214512122035831,0.0191475738189652,0.00222929608924841,-0.00603733239611081,0.00460097392346938,1.74881810421912e-15
"называть ipf",-0.1031988381944,0.0768919531944951,0.00873968396200794,-0.0439157172597739,-0.0278641327607766,-0.0345468533479765,0.165727269515584,0.228099423364016,-5.12090370108353e-15
"называться ipf",-0.186125798447749,0.311111240303099,0.168443230174114,0.0706443221962056,0.0492424512447815,0.0216052309135928,-0.00331599238047303,-0.00414136567370131,8.9533415403853e-16
"найти pf",0.037678281806351,-0.0454066172322692,-0.105146558380553,0.0443408726428777,0.0127460614266934,-0.0036039777684117,-0.0029333154500833,-0.00273334028464058,1.96674274088871e-16
"найтись pf",0.175750054062005,0.182380402877847,0.135516669818748,0.0435542828592237,0.0307516791843372,0.00258927487197284,-0.00918188346163226,0.00561094104469127,5.76145034458797e-16
"наклониться pf",0.492125729465274,-0.00384573280309352,0.0569542461678043,-0.081263156558693,-0.0732735594675094,0.0463989513259144,-0.01692542120122,0.0125886136925542,-4.23055687703844e-16
"накрыть pf",-0.0748750295391276,-0.187666623163243,0.120821023641149,0.0232681093735203,-0.00112750714957045,0.0114574658644372,-0.00980053318572563,0.00452139755674565,1.27697331875343e-15
"налить pf",0.232825603275464,-0.117267027158825,0.0669210920295133,-0.025007005376172,0.0391105618411832,-0.00820277598343818,-0.0127767030255426,0.0109689890039234,4.22188325965855e-16
"нанести pf",-0.141881363800592,-0.238455676836088,-0.061774362673288,-0.0267106519980059,0.0655787769199662,-0.00613443392619261,-0.0042151351367415,-0.000501016479793299,4.25657772917809e-16
"наносить ipf",-0.390654599942906,0.309088753600545,0.119275351896235,0.0273146579120572,0.00732588507513487,0.0508742896705072,0.00167382710311689,-0.00252440817026663,4.03323208164608e-16
"напечатать pf",-0.255050497717336,-0.143936018756028,0.189113309299876,0.0472732118151126,0.0279448383912863,0.00583686732562761,-4.61185972761252e-05,-0.00277470531716397,1.61004022614097e-15
"написать pf",-0.0473881078237485,-0.182472245354728,0.0917369778425795,0.00243903527970878,0.0359777548474457,-0.00208254983549376,-0.00525292440813595,0.0027902772031311,9.50845305269787e-16
"наполнить pf",-0.264072424503991,-0.477230611249751,0.210976845343084,-0.00362311909144709,-0.0125984049165074,0.0135078229230241,-0.00252045378972499,0.00113395383833089,1.97086270914415e-15
"напоминать ipf",-0.0772632536228997,0.160532056356061,0.0918725855199828,-0.0496801870732101,-0.0497748055858771,-0.0933019604467049,0.00901191781038976,-0.0294903085391023,-1.14253224936522e-15
"напомнить pf",-0.0362910512297307,0.031397185020969,-0.0900801101154108,-0.0690941521519822,0.0825133206711856,0.00814013250925049,0.00420216829483142,-0.00689454865990187,-6.98443039515162e-16
"направить pf",-0.238718485401295,-0.432739385887227,0.250740064167073,0.0325926671966541,0.0106038506319209,-0.00290824332351585,-0.00611228827654877,0.0048067031228274,2.3039296165317e-15
"направиться pf",0.589510853597457,0.00779435441863091,0.0599855215401717,0.0170584481310973,0.00639330270109402,-0.0214898170636552,-0.0164658661202751,0.0166754130742508,2.01444763647807e-16
"нарисовать pf",-0.221046886631618,-0.336299570459185,0.132497050906801,0.0180795480508197,0.0175006155631938,0.00407192410236559,-0.00886011877034556,0.00393776104552501,1.70241425123674e-15
"нарушать ipf",-0.306358738294642,0.0721979294912438,-0.0929936087135767,-0.081720826548523,-0.104792759660413,-0.0293014869312905,-0.00677234253547929,0.00902789573406668,-1.35481903473789e-15
"нарушить pf",-0.0625730450572809,-0.166781033070658,0.0412086310851513,0.0297704619636994,-0.00228101842308389,-0.000585591250090192,0.0145541831595375,-0.0119098946596939,5.83083928362704e-16
"настаивать ipf",0.0833960815556736,0.100537723504525,0.00773524493248439,0.023067513669479,-0.0170011519210675,0.0205355905371137,-0.0118825254031645,0.00209032608483948,2.27899296656453e-16
"наступать ipf",-0.209161028638643,0.213696176709482,0.111826599249537,-0.0392026776877844,-0.0271434490752533,-0.0829723631360346,0.0213287560610486,-0.037355270525178,-1.12865446155741e-15
"наступить pf",0.33281387962357,0.0468066253894376,0.052278092490082,0.00167835593263425,-0.00275085366756962,-0.0239187538162015,0.0602246166476532,-0.0357836007181046,-1.23273787011602e-15
"натянуть pf",-0.106967369903903,-0.269528076441211,0.192843094576146,-0.0325504634757009,-0.0236728087816966,0.03023994161477,-0.00125733277959341,-3.94283801268937e-05,1.10566937550072e-15
"научить pf",0.0544946436519728,-0.0132442392866449,-0.0356154451276567,0.0244066004345054,0.0341583211837749,-0.00557403564154542,-0.000777705956715769,-0.00229543283057609,2.01444763647807e-16
"научиться pf",0.22723734975735,-0.0531287271028839,-0.153721193226959,0.0360749516244067,0.00932989328416909,-0.010120041375909,-0.0144350332186674,0.0066197642887822,9.32413868337534e-18
"находить ipf",-0.125511493018174,0.200509906734317,0.0661365011161216,0.0295905013422381,-0.00596185988621119,0.0351918712567579,-0.0020576991944868,-0.00403760883936759,3.12033385241328e-16
"находиться ipf",-0.194329635094491,0.289324188862314,0.149529815922258,0.0445150554486429,0.0202252528671521,0.0402055886052837,-0.00406923094122232,-0.0049094287868682,7.14922912536942e-16
"начать pf",0.278509828581305,0.0317746917771358,0.0293859676470964,0.0200956185318407,0.019525783753088,-0.00819606045103964,-0.00562550922578474,0.00451605715378667,1.34224228953705e-16
"начаться pf",0.448064015029318,0.0704486423646698,0.091669108692857,0.0219054305565104,0.011857754541437,-0.0105510103780042,-0.01395749496439,0.0128454876187001,2.31368743608407e-16
"начинать ipf",-0.192998503533844,0.212266291619519,0.0899689797759495,-0.0390444298199798,-0.0374627482969816,0.0650974423733568,-0.00198564837485404,-0.00996003870309184,-7.26415455565288e-17
"начинаться ipf",-0.0905699929199104,0.294757410906768,0.184972374833383,0.0588359534907104,0.0449029357488769,0.0192554848015747,-0.00451448613986827,-0.00153779147132356,8.12067427191643e-16
"нести ipf",-0.113747651162645,0.16910544241466,0.0529036917546371,-0.0184522447789733,-0.00369202982594847,-0.00758389112241778,-0.0142389470775897,-0.00486678662751495,-4.96564594998361e-17
"нестись ipf",0.0242401254556852,0.201065392397388,0.104162040531426,0.0531208737442809,0.0278673594398204,0.0125085353005851,-0.00755709927533946,0.00130237097753553,6.06069014419397e-16
"ночевать ipf",-0.0434789882334864,-0.0437746051199116,-0.249946919105888,0.0732843697418212,0.00540726597646432,-0.000883908308208564,-0.011997711601606,-0.00112794248816527,2.22261445359528e-16
"нравиться ipf",-0.100300777815407,0.276417589512857,0.15487798658975,0.0648999056915709,0.0443683349397362,0.0167402327555291,-0.0047948674453655,-0.00184152212121706,7.86480255920985e-16
"обвинять ipf",-0.223342013168389,0.128938906319335,-0.0326953485212064,0.00222065582141846,-0.0153873321240664,0.0194360692539623,0.0410498970300479,0.0482473099180264,-1.22124532708767e-15
"обедать ipf",0.0632757200782588,-0.0663784524259282,-0.236234693442187,0.0747602848837698,-0.0124035888007901,-0.0235219968162167,-0.000342603052030703,-0.00818955982361915,-1.21213802883879e-16
"обернуться pf",0.353680268963796,0.0221747104695109,0.0193903739254645,-0.0277787314591351,-0.0423425360788827,0.0289114504841291,-0.0148154536100251,0.00922128572216716,-9.69276742202041e-17
"обеспечивать ipf",-0.411306996335923,0.210267963639956,0.0477279817111656,-0.0577754500866427,-0.0803948911797891,-0.159271143574724,-0.0510509854718321,-0.00912469494923537,-6.6342330934388e-16
"обеспечить pf",-0.322093415269244,-0.268200262436388,-0.23487146154364,0.104456924434357,0.00484392796703771,-0.00835967888376901,-0.00722156216494387,-0.00593419727656721,1.03628043646165e-15
"обещать ipf",0.11260660462047,0.0936590774785927,0.117568290788105,-0.0128848848512858,0.00417931050850702,-0.0263848504632517,0.00926449991783532,-0.0117145809494665,-2.85578852232682e-16
"обещать pf",0.262941143466101,-0.201622449297395,0.188979206407067,0.00111091167046639,0.0105764467092695,-0.0170054821446669,0.00195684336868794,0.00447632892621793,7.86480255920985e-16
"обидеть pf",-0.0866344162664033,-0.297447417876849,-0.00951523193549805,0.0554044387951013,-0.00696473171119504,-0.00631166500535955,-0.00607161287021878,0.000881422283801475,1.23056946577105e-15
"обидеться pf",0.403526534248204,0.0766206262759432,0.0930587168511633,0.00408536877476127,-0.00660116432194002,0.00594037592781182,-0.0137094890145657,0.0112681919467606,1.41163122857613e-16
"обижаться ipf",-0.137123074520918,0.0357533559517254,-0.104739854905379,-0.123695716984599,0.145600668703512,0.00965994425869031,-0.00724443545692931,0.000163436821660341,-7.70000382899205e-16
"обмануть pf",-0.0639999703406823,-0.0809737764960624,-0.0879911368145041,0.0723097439924206,0.0130917462662323,-0.0101614887062034,0.00499852352700641,-0.0085555875598788,4.65556412865276e-16
"обнаружить pf",0.108702736888426,-0.147553631194643,0.0731934344715309,0.00974293812667095,-0.0197682287935931,0.0105419825774822,-0.00603436697006867,0.00333782413933183,6.89335741266284e-16
"обнять pf",0.351284059350502,-0.0469784355860054,-0.068433014491409,-0.00871237404250052,-0.0510089572143533,0.0176724110994276,-0.00766763423844989,0.00378503369380371,-2.39174999250302e-16
"обозначить pf",-0.159656131539687,-0.377646670435994,0.161004817284808,-0.0561454811580438,0.0316735046445538,0.0123291662935213,-0.00959215551496556,0.00663199892570909,1.31860668217687e-15
"обойти pf",0.158700313403377,-0.0672999588771607,-0.138346608676965,0.0115772391291213,-0.0427480086750746,0.020137313319773,-0.00800836922847195,0.00017041607435426,-1.32923186346723e-16
"обойтись pf",-0.130920391521923,0.0732641696495124,-0.136935650632013,0.0985152446844638,0.0231269331694905,0.00016894631373509,-0.00876610754801036,-0.0032731675699429,5.48389458843168e-16
"обрадоваться pf",0.553766719598642,0.024718800282676,0.076437022203983,0.003381848635392,-0.00479004952491686,-0.00893416957088304,-0.0159840054176922,0.0154865191223248,1.38994718512642e-16
"образовать ipf",-0.551306936196141,0.348360213745565,0.185430178477046,-0.0687174587669872,-0.0700373415577436,-0.0911239029591009,-0.0247839688115179,0.00484520279698947,-7.6067624421583e-16
"образоваться pf",-0.0219009604115555,0.260227135148562,0.163920676145544,0.0571186696184274,0.041735746390693,0.0136182062514703,-0.00581930368373952,0.000308063079088236,7.30969104689727e-16
"обратить pf",0.0102621269138269,-0.215680739224239,-0.00932782123137747,-0.0718879857214471,0.0693951857224403,-0.00464828022648999,-0.00147783233221885,0.000985485864494228,2.32019264911898e-17
"обратиться pf",0.251908094323499,-0.0643473444622412,-0.151590065162781,0.0131246802368456,0.0252547316371361,-0.0128247126786422,-0.0145889635797297,0.00775088465661973,-7.61109925084824e-17
"обращать ipf",-0.0446102495111804,0.06956800673589,-0.018643417934696,-0.107187042020039,-0.0476164827052324,0.0753652021835929,-0.00185823536238983,-0.00251440525860642,-7.83173439294904e-16
"обращаться ipf",-0.164557964914984,0.0555242504174288,-0.0934921789203186,-0.0701773465874852,-0.107939057096052,0.105786728509003,-0.0105939783918571,-0.00645691444006842,-4.20887283358873e-16
"обрести pf",0.196562026438507,-0.0766353715893858,-0.0473208057314194,0.0203156870591053,-0.0259280454161987,0.00430114348135302,0.00155109415327552,-0.00288754995340454,4.53196508098941e-17
"обсудить pf",-0.0752044099171221,-0.122586324387821,-0.217470788580873,0.0358402493408397,0.0181114651617534,-0.00603819730329484,0.00499881838116296,-0.0104051700744838,-8.99887803162969e-17
"обсуждать ipf",-0.0240139079488324,-0.00646882253174024,-0.155035482384307,0.0282512531721399,-0.0355621164084658,0.00806422297722791,0.035038354159102,0.0419754392402794,-1.17614251671228e-15
"обусловить pf",-0.36110027484703,-0.630348035788035,0.438984527267147,0.00316267957346663,0.00538359076668182,-0.00376294867797506,0.0120570859545259,-0.00333088406006663,2.8867967044599e-15
"объединить pf",-0.259175421529608,-0.479074592535869,0.207853319682173,-0.00057123139902935,-0.0303247616048985,0.0138764713259806,0.01084117990193,-0.00764187293145309,1.68853646342892e-15
"объявить pf",0.225049256408038,-0.0289609642908976,0.103296011705019,0.0217786349369236,0.0103776022080302,-0.00612967550296121,-0.00204943736269222,0.00304204529551525,4.49943901581484e-16
"объяснить pf",-0.0103820256960986,-0.0867353897210463,-0.273493472449791,0.0279059868006638,0.046758387924603,-0.0125868735290619,-0.00905095466312703,-0.00107906350119539,-1.88434337577981e-16
"объяснять ipf",-0.119168889631768,0.0519964644320507,-0.12070201744416,0.0294142287799282,-0.0274690832080669,-0.0141784044268737,-0.00766203757279098,-0.00470812076316034,-1.79462564600663e-16
"объясняться ipf",-0.319373678690478,0.323857465584499,0.135471484105911,0.0787070533671066,0.0567855874087757,0.0258063643188631,-0.00180196060691364,-0.00770435099192577,9.04441452287408e-16
"обязать pf",-0.34378911719833,-0.658617404946857,0.386757110319952,0.00684774545918928,-0.00381696444704263,0.00145777765258459,-0.00356294854729049,0.00572151336564008,3.02557458253805e-15
"оглядываться ipf",-0.0536911408975847,0.0153739977640534,-0.0332189563184188,-0.228544451192038,-0.252184176263847,0.202679991722527,-0.0143298336481354,-0.00596226948450863,-1.29735631959615e-15
"оглянуться pf",0.410891807311094,-0.00477175206762849,0.0103618946932914,-0.0432548147405116,-0.0492650960302147,0.0302882633724948,-0.0159146528090015,0.0107190102463275,-2.14888870586627e-16
"ограничить pf",-0.38267509279932,-0.485150613878266,0.114945867953194,0.0491250481156208,0.00360104098964487,0.000899257506810628,-0.0084286704855418,0.00193207466929283,2.3039296165317e-15
"одеваться ipf",-0.0419334953752295,-0.070529826580179,-0.252028170602423,-0.00504210666861139,0.000345229794077869,0.0216102457794867,-0.0124923731092307,-0.000885410197457563,-3.0292608699245e-16
"одеть pf",-0.348092395429416,-0.668871716929801,0.376525307073013,-0.00475395898560086,0.0178933801908805,-0.00311008716481227,-0.00791986227116595,0.00896468301385923,3.05333015815368e-15
"одеться pf",0.219015653980421,-0.0320035330111885,-0.108267435891559,-0.0120789162364142,0.00321713336500258,0.00888447404039818,-0.0139896132108916,0.00644314672818333,-2.05781572337749e-16
"означать ipf",-0.351237107565451,0.348247373139257,0.168164731980604,0.0677154986430933,0.0450257517486655,0.00778292599191293,0.00609064870767004,-0.0159411526117895,7.04514571681081e-16
"оказать pf",0.000919854430698653,-0.173180270007888,-0.15203811470199,0.0549387395393993,0.00830758819997775,-0.0137728591394842,-0.000260101301373428,-0.00452514796648731,3.31982705215061e-16
"оказаться pf",0.48301541460688,0.0313472065531561,0.0552351345031868,0.0155811500430032,0.0027084017083921,-0.010509522953817,-0.0151398141366525,0.0136411999143535,1.4810201676152e-16
"оказывать ipf",-0.260481679379082,0.119203246770423,-0.0541604146295324,0.0076139396029991,-0.0289895980958325,-0.0498465359982203,0.0221594653897055,0.036368956382561,-1.21777588013572e-15
"оказываться ipf",-0.467522462579345,0.441603393950279,0.238677541804871,0.081203233212653,0.0624136263516679,0.042632660847919,0.00181959423104504,-0.0117137674150312,1.16595101629091e-15
"окончить pf",0.256111572741592,-0.116250507431987,0.0767652247822559,-0.061177537380126,-0.0619299869352719,0.0211803295444297,0.0388687112905532,-0.0237723479870503,-8.04694852418741e-16
"окружать ipf",-0.112240012782594,0.0297812898073636,0.0259133842823872,-0.191794016575799,-0.139413089214703,-0.327810693624774,0.0508848470164499,-0.0872785723451545,-4.34136233906646e-15
"окружить pf",-0.145370489833113,-0.464955487210969,0.28947131251931,0.00872600604504361,-0.000828804749166527,-0.0084785330182524,0.0136953212264752,-0.00530432894246684,1.8550699171227e-15
"опираться ipf",-0.290735744815683,0.0961696230742828,-0.0249721480570785,-0.189648207096339,-0.241688153501278,0.20936330310949,-0.010608032598288,-0.0124695397989276,-1.00375437128708e-15
"описать pf",-0.241883464473911,-0.451462322141619,0.161480198581495,-7.69267302670539e-05,0.0259899644741803,-0.00366735132664061,-0.00329089345546086,0.00213261161489289,1.79955876589144e-15
"описывать ipf",-0.267037184962929,0.0326378373034866,-0.0976873483566457,-0.099027114583053,-0.128181548121994,-0.162999155797963,0.000720754909328845,0.0691907319642374,-2.73045475118749e-15
"оправдать pf",-0.194401560168829,-0.293131010093455,-0.0441702341655661,0.0716767009338563,0.00995343958038693,-0.00848773842184305,-0.0103457987629679,0.00170064304553028,1.39710291946482e-15
"определить pf",-0.183505054083225,-0.282850396059095,-0.148409605945961,-0.0668814796992268,0.0828271278649514,-0.00771489594004312,0.00581780498185733,-0.00789402459767113,-1.84964890626027e-16
"определять ipf",-0.350020679459599,0.165206094855959,0.0214773708896888,-0.0582407798894262,-0.0671377238954453,-0.147192676413677,0.00419336226217946,0.038282712279196,-1.870031907103e-15
"определяться ipf",-0.460863448561301,0.432246870248644,0.227213974646851,0.0843851009908796,0.0634411565704058,0.0400148409961895,0.00159464984651773,-0.0115175695663615,1.159012122387e-15
"опубликовать pf",-0.250391628656739,-0.283228392315457,0.248066219078151,0.0357939964437166,0.0138840689551136,0.00414007875081804,0.00120085493405561,-0.00144785801307102,1.91058106835396e-15
"опустить pf",0.169491868122784,-0.143185257129927,0.0590505382551983,-0.133707444368723,-0.0668673610209943,0.0658045480767223,-0.0032821864913375,0.000483486932279885,-4.97215116301852e-16
"опуститься pf",0.444317016009018,0.0191700885370845,0.0364516848729959,-0.0070448146841985,-0.0171490595563207,0.00598614601753182,-0.0153072251994246,0.0122159151814865,1.62630325872826e-17
"организовать pf",-0.163118269252157,-0.213028931343117,-0.0780369039323762,0.078665473438097,0.00836245897599953,-0.00943708372813095,-0.00306074342146125,-0.00375850778294242,1.0549287138284e-15
"осветить pf",-0.182219108686511,-0.485917759021081,0.309531236108382,0.0129614299479368,-0.000993213413805327,0.00143644831759887,-0.0092725559040612,0.00883696780811721,2.46569258066653e-15
"освободить pf",-0.140228409293608,-0.216796660482044,-0.0197102718452284,0.0117798202597217,0.0104348765676086,0.00528381309560083,0.00251368354602695,-0.0058734350883494,6.59411761305684e-16
