group,nonpast,past,inf,imper,gerund,partcp.act.past,partcp.act.nonpast,partcp.pass.past,partcp.pass.nonpast
pf,0.15019453286847556,0.4466676772270224,0.22022636551968067,0.046005760194027585,0.02760092971552726,0.01241726037087565,0.0,0.09688747410439089,0.0
ipf,0.315219163156224,0.393326870115051,0.1518227133505495,0.043008999888466584,0.05280678123150047,0.01048414080664396,0.023499232135350087,0.0013384009540396544,0.00849369836217473
