lemma,form,frequency
отрезать,pf,ger_praet_act,1
отрезветь,pf,partcp_praet_act,2
отрезвить,pf,fin_praet_indic_act,6
отрезвлять,ipf,fin_praes_indic_act,1
отрекаться,ipf,fin_praet_indic_med,10
отрекаться,ipf,fin_praes_indic_med,8
отрекаться,ipf,inf_med,5
отрекаться,ipf,ger_praes_med,3
отрекаться,ipf,fin_fut_med,2
отрекаться,ipf,partcp_praes_med,1
отрекомендовать,pf,fin_praet_indic_act,1
отрекомендоваться,pf,fin_praet_indic_med,4
отремонтировать,pf,partcp_praet_pass,9
отремонтировать,pf,fin_praet_indic_act,6
отремонтировать,pf,inf_act,3
отремонтировать,pf,partcp_pass,1
отремонтировать,pf,fin_fut_indic_act,1
отрепетировать,pf,fin_praet_indic_act,2
отрепетировать,pf,partcp_praet_pass,1
отреставрировать,pf,partcp_praet_pass,6
отреставрировать,pf,fin_praet_indic_act,2
отреставрировать,pf,inf_act,2
отрецензировать,pf,inf_act,1
отречься,pf,fin_praet_indic_med,23
отречься,pf,inf_med,8
отречься,pf,fin_fut_indic_med,4
отречься,pf,partcp_praet_med,4
отречься,pf,fin_imper_med,2
отречься,pf,ger_praet_med,1
отречься,pf,fin_fut_imper_med,1
отрешаться,ipf,fin_praes_indic_med,2
отрешить,pf,partcp_praet_pass,9
отрешиться,pf,inf_med,4
отрешиться,pf,fin_fut_indic_med,2
отрешиться,pf,fin_praet_indic_med,1
отрубать,ipf,fin_praes_indic_act,2
отрубать,ipf,fin_praet_indic_act,1
отрубить,pf,fin_praet_indic_act,11
отрубить,pf,partcp_praet_pass,7
отрубить,pf,inf_act,6
отрубить,pf,fin_fut_indic_act,3
отрубить,pf,fin_fut_act,1
отрубить,pf,fin_fut_pass,1
отругать,pf,fin_praet_indic_act,5
отругать,pf,fin_fut_indic_act,3
отругать,pf,ger_praet_act,1
отрывать,ipf,ger_praes_act,25
отрывать,ipf,fin_praes_indic_act,14
отрывать,ipf,fin_praet_indic_act,10
отрывать,ipf,fin_imper_act,6
отрывать,ipf,inf_act,5
отрывать,ipf,fin_fut_act,2
отрывать,ipf,partcp_praet_act,1
отрывать,ipf,partcp_praes_pass,1
отрываться,ipf,ger_praes_med,46
отрываться,ipf,fin_praet_indic_med,8
отрываться,ipf,fin_praes_indic_med,7
отрываться,ipf,inf_med,3
отрываться,ipf,partcp_praes_med,3
отрываться,ipf,fin_imper_med,3
отрыгнуть,pf,ger_praet_act,2
отрыть,pf,partcp_praet_pass,5
отрыть,pf,fin_praet_indic_act,3
отрыть,pf,ger_praet_act,1
отрыть,pf,fin_fut_indic_act,1
отрядить,pf,fin_praet_indic_act,4
отрядить,pf,inf_act,1
отряжать,ipf,inf_act,1
отряхивать,ipf,ger_praes_act,8
отряхивать,ipf,inf_act,4
отряхивать,ipf,fin_praet_indic_act,1
отряхивать,ipf,fin_praes_indic_act,1
отряхиваться,ipf,ger_praes_med,6
отряхиваться,ipf,fin_praet_indic_med,2
отряхиваться,ipf,inf_med,2
отряхиваться,ipf,fin_praes_indic_med,1
отряхнуть,pf,fin_praet_indic_act,19
отряхнуть,pf,ger_praet_act,2
отряхнуть,pf,fin_imper_act,1
отряхнуться,pf,fin_praet_indic_med,4
отряхнуться,pf,inf_med,1
отсаживать,ipf,inf_act,1
отсаживать,ipf,fin_praes_indic_act,1
отсалютовать,pf,fin_praet_indic_act,3
отсасывать,ipf,inf_act,2
отсасывать,ipf,fin_praet_indic_act,2
отсасывать,ipf,ger_praes_act,2
отсеивать,ipf,fin_praes_indic_act,2
отсекать,ipf,ger_praes_act,4
отсекать,ipf,fin_praet_indic_act,3
отсекать,ipf,fin_praes_indic_act,3
отсекать,ipf,inf_act,2
отсекать,ipf,partcp_praes_act,2
отселить,pf,fin_praet_indic_act,1
отсечь,pf,fin_praet_indic_act,6
отсечь,pf,partcp_praet_pass,5
отсечь,pf,inf_act,4
отсечь,pf,fin_fut_pass,2
отсечь,pf,partcp_praet_act,1
отсеять,pf,fin_praet_indic_act,3
отсидеть,pf,fin_praet_indic_act,26
отсидеть,pf,inf_act,6
отсидеть,pf,ger_praet_act,3
отсидеть,pf,partcp_praet_act,3
отсидеть,pf,fin_fut_indic_act,1
отсидеться,pf,inf_med,4
отсидеться,pf,fin_fut_indic_med,1
отсиживаться,ipf,inf_med,6
отсиживаться,ipf,fin_praes_indic_med,4
отсиживаться,ipf,fin_praet_indic_med,3
отскакивать,ipf,fin_praes_indic_act,12
отскакивать,ipf,fin_praet_indic_act,5
отскакивать,ipf,ger_praes_act,3
отскакивать,ipf,fin_fut_act,1
отскоблить,pf,fin_fut_indic_act,1
отскочить,pf,fin_praet_indic_act,28
отскочить,pf,ger_praet_act,3
отскочить,pf,inf_act,2
отскочить,pf,fin_fut_indic_act,2
отскрести,pf,fin_praet_indic_act,2
отслаиваться,ipf,fin_praes_indic_med,2
отслаиваться,ipf,inf_med,1
отслаиваться,ipf,partcp_praes_med,1
отследить,pf,inf_act,2
отследить,pf,ger_praet_act,1
отслеживать,ipf,inf_act,8
отслеживать,ipf,fin_praet_indic_act,4
отслеживать,ipf,partcp_praes_act,2
отслеживать,ipf,fin_praes_indic_act,2
отслеживать,ipf,fin_imper_act,1
отслеживать,ipf,fin_fut_act,1
отслоиться,pf,fin_praet_indic_med,2
отслоиться,pf,partcp_praet_med,1
отслоиться,pf,inf_med,1
отслужить,pf,fin_praet_indic_act,9
отслужить,pf,partcp_praet_act,5
отслужить,pf,ger_praet_act,1
отслужить,pf,fin_fut_indic_act,1
отслюнить,pf,fin_praet_indic_act,1
отсоединить,pf,inf_act,3
отсоединить,pf,fin_imper_act,1
отсоединить,pf,partcp_praet_pass,1
отсоединять,pf,fin_fut_indic_act,5
отсоединять,pf,fin_praet_indic_act,1
отсортировать,pf,partcp_praet_pass,1
отсосать,pf,ger_praet_act,1
отсохнуть,pf,fin_fut_indic_act,2
отсохнуть,pf,fin_praet_indic_act,1
отспорить,pf,inf_act,1
отсрочить,pf,partcp_praet_pass,2
отставать,ipf,fin_praes_indic_act,27
отставать,ipf,fin_praet_indic_act,19
отставать,ipf,inf_act,17
отставать,ipf,partcp_praes_act,11
отставать,ipf,ger_praes_act,10
отставать,ipf,fin_imper_act,1
отставать,ipf,fin_fut_act,1
отставить,pf,fin_praet_indic_act,15
отставить,pf,partcp_praet_pass,5
отставить,pf,inf_act,4
отставить,pf,ger_praet_act,3
отставить,pf,fin_imper_act,2
отставить,pf,fin_fut_indic_act,2
отставлять,ipf,ger_praes_act,5
отставлять,ipf,fin_praet_indic_act,2
отставлять,ipf,partcp_praes_pass,1
отстаивать,ipf,inf_act,25
отстаивать,ipf,fin_praet_indic_act,9
отстаивать,ipf,ger_praes_act,7
отстаивать,ipf,fin_praes_indic_act,6
отстаивать,ipf,partcp_praes_act,4
отстаивать,ipf,fin_fut_act,2
отстаиваться,ipf,fin_praet_indic_med,1
отстаиваться,ipf,fin_praes_indic_med,1
отстать,pf,fin_praet_indic_act,48
отстать,pf,fin_imper_act,17
отстать,pf,partcp_praet_act,12
отстать,pf,inf_act,11
отстать,pf,fin_fut_indic_act,9
отстать,pf,ger_praet_act,3
отстегнуть,pf,fin_praet_indic_act,5
отстегнуть,pf,inf_act,1
отстирать,pf,inf_act,2
отстирать,pf,partcp_praet_pass,1
отстираться,pf,fin_fut_indic_med,1
отстоять,ipf,fin_praes_indic_act,6
отстоять,ipf,partcp_praes_act,4
отстоять,ipf,fin_praet_indic_act,3
отстоять,pf,fin_praet_indic_act,21
отстоять,pf,inf_act,13
отстоять,pf,fin_fut_indic_act,2
отстоять,pf,fin_fut_act,1
отстояться,pf,partcp_praet_med,4
отстояться,pf,inf_med,2
отстояться,pf,fin_praet_indic_med,1
отстраивать,ipf,inf_act,1
отстраиваться,ipf,fin_praet_indic_med,1
отстраиваться,ipf,fin_praes_indic_med,1
отстраиваться,ipf,inf_med,1
отстранить,pf,fin_praet_indic_act,20
отстранить,pf,partcp_praet_pass,12
отстранить,pf,inf_act,10
отстранить,pf,fin_fut_pass,7
отстранить,pf,ger_praet_act,5
отстранить,pf,fin_fut_indic_act,1
отстраниться,pf,fin_praet_indic_med,18
отстраниться,pf,ger_praet_med,2
отстраниться,pf,inf_med,1
отстраниться,pf,partcp_praet_med,1
отстранять,ipf,fin_praes_indic_act,7
отстранять,ipf,ger_praes_act,5
отстранять,ipf,inf_act,3
отстранять,ipf,fin_praet_indic_act,3
отстраняться,ipf,ger_praes_med,5
отстраняться,ipf,fin_praes_indic_med,2
отстраняться,ipf,fin_praet_indic_med,1
отстраняться,ipf,inf_med,1
отстреливать,ipf,fin_praes_indic_act,1
отстреливаться,ipf,ger_praes_med,3
отстреливаться,ipf,fin_fut_med,1
отстрелить,pf,inf_act,1
отстрелять,pf,partcp_praet_pass,1
отстрелять,pf,fin_praet_indic_act,1
отстричь,pf,fin_praet_indic_act,1
отстроить,pf,partcp_praet_pass,6
отстроить,pf,fin_praet_indic_act,4
отстроить,pf,inf_act,1
отстроить,pf,fin_fut_indic_act,1
отстроиться,pf,fin_praet_indic_med,2
отстукать,pf,partcp_praet_pass,2
отстукать,pf,fin_praet_indic_act,2
отстукивать,ipf,fin_praet_indic_act,6
отстукивать,ipf,ger_praes_act,1
отступать,ipf,fin_praet_indic_act,30
отступать,ipf,fin_praes_indic_act,25
отступать,ipf,inf_act,20
отступать,ipf,ger_praes_act,14
отступать,ipf,partcp_praes_act,4
отступать,ipf,partcp_praet_act,2
отступать,ipf,fin_imper_act,1
отступить,pf,fin_praet_indic_act,63
отступить,pf,inf_act,15
отступить,pf,ger_praet_act,3
отступить,pf,partcp_praet_act,2
отступить,pf,fin_imper_act,1
отступиться,pf,fin_praet_indic_med,7
отступиться,pf,fin_fut_indic_med,2
отступиться,pf,inf_med,1
отстучать,pf,fin_praet_indic_act,3
отсудить,pf,fin_fut_indic_act,1
отсуживать,ipf,fin_praet_indic_act,1
отсуживать,ipf,fin_praes_indic_act,1
отсчитать,pf,fin_praet_indic_act,7
отсчитать,pf,inf_act,5
отсчитывать,ipf,fin_praet_indic_act,10
отсчитывать,ipf,inf_act,6
отсчитывать,ipf,fin_praes_indic_act,5
отсчитывать,ipf,partcp_praes_pass,1
отсчитывать,ipf,ger_praes_act,1
отсчитывать,ipf,partcp_praes_act,1
отсылать,ipf,fin_praes_indic_act,10
отсылать,ipf,inf_act,4
отсылать,ipf,fin_praet_indic_act,3
отсылать,ipf,ger_praes_act,3
отсылать,ipf,partcp_praes_act,2
отсыпать,pf,fin_praet_indic_act,6
отсыпать,pf,ger_praet_act,1
отсыпать,pf,partcp_praet_pass,1
отсыпаться,ipf,inf_med,2
отсыпаться,ipf,fin_praes_indic_med,2
отсыпаться,ipf,fin_praet_indic_med,1
отсыреть,pf,partcp_praet_act,4
отсыреть,pf,fin_praet_indic_act,2
отсыреть,pf,fin_fut_indic_act,1
отсыхать,ipf,fin_praet_indic_act,1
оттаивать,ipf,fin_praes_indic_act,3
оттаивать,ipf,fin_praet_indic_act,2
оттаивать,ipf,inf_act,1
оттаивать,ipf,fin_imper_act,1
отталкивать,ipf,fin_praet_indic_act,11
отталкивать,ipf,partcp_praes_act,10
отталкивать,ipf,fin_praes_indic_act,9
отталкивать,ipf,ger_praes_act,6
отталкивать,ipf,inf_act,4
отталкиваться,ipf,ger_praes_med,6
отталкиваться,ipf,fin_praet_indic_med,3
отталкиваться,ipf,fin_praes_indic_med,2
оттаптывать,ipf,inf_act,1
оттаскать,pf,inf_act,1
оттаскать,pf,fin_fut_indic_act,1
оттаскивать,ipf,fin_praes_indic_act,4
оттаскивать,ipf,inf_act,2
оттаскивать,ipf,fin_praet_indic_act,2
оттачивать,ipf,fin_praet_indic_act,2
оттачивать,ipf,inf_act,1
оттачивать,ipf,fin_praes_indic_act,1
оттащить,pf,fin_praet_indic_act,16
оттащить,pf,inf_act,5
оттащить,pf,ger_praet_act,1
оттащить,pf,fin_fut_act,1
оттаять,pf,fin_praet_indic_act,6
оттаять,pf,partcp_praet_act,3
оттаять,pf,inf_act,1
оттаять,pf,fin_fut_indic_act,1
оттенить,pf,inf_act,2
оттенить,pf,fin_fut_indic_act,1
оттенять,ipf,fin_praes_indic_act,3
оттенять,ipf,partcp_praet_act,1
оттенять,ipf,fin_praet_indic_act,1
оттереть,pf,fin_praet_indic_act,3
оттереть,pf,inf_act,2
оттеснить,pf,fin_praet_indic_act,7
оттеснить,pf,partcp_praet_pass,3
оттеснить,pf,ger_praet_act,2
оттеснить,pf,inf_act,2
оттеснить,pf,fin_fut_pass,1
оттеснять,ipf,fin_praet_indic_act,3
оттеснять,ipf,ger_praes_act,1
оттирать,ipf,fin_praet_indic_act,3
оттиснуть,pf,fin_praet_indic_act,2
оттиснуть,pf,partcp_praet_pass,1
оттолкать,pf,fin_praet_indic_act,1
оттолкнуть,pf,fin_praet_indic_act,23
оттолкнуть,pf,inf_act,5
оттолкнуть,pf,ger_praet_act,3
оттолкнуть,pf,fin_fut_indic_act,3
оттолкнуться,pf,fin_praet_indic_med,7
оттолкнуться,pf,inf_med,5
оттоптать,pf,partcp_praet_pass,1
оттопыривать,ipf,ger_praes_act,2
оттопыриваться,ipf,fin_praet_indic_med,3
оттопыриваться,ipf,partcp_praes_med,2
оттопыриваться,ipf,fin_praes_indic_med,1
оттопырить,pf,partcp_praet_pass,17
оттопырить,pf,ger_praet_act,6
оттопырить,pf,fin_praet_indic_act,1
отторгать,ipf,fin_praet_indic_act,3
отторгать,ipf,inf_act,1
отторгаться,ipf,fin_praes_indic_med,1
отторгнуть,pf,fin_fut_pass,3
отторгнуть,pf,inf_act,1
отторгнуть,pf,fin_fut_indic_act,1
отточить,pf,partcp_praet_pass,10
отточить,pf,inf_act,2
отточить,pf,fin_praet_indic_act,1
отточить,pf,fin_fut_pass,1
оттрубить,pf,ger_praet_act,1
оттягивать,ipf,fin_praet_indic_act,11
оттягивать,ipf,inf_act,4
оттягивать,ipf,fin_praes_indic_act,4
оттягивать,ipf,ger_praes_act,3
оттягивать,ipf,partcp_praes_act,1
оттягиваться,ipf,fin_praet_indic_med,2
оттянуть,pf,inf_act,9
оттянуть,pf,fin_praet_indic_act,6
оттянуть,pf,ger_praet_act,3
оттянуть,pf,partcp_praet_pass,3
оттянуть,pf,partcp_praet_act,1
оттянуть,pf,fin_fut_indic_act,1
оттянуться,pf,inf_med,1
оттяпать,pf,fin_praet_indic_act,3
оттяпать,pf,inf_act,1
оттяпать,pf,ger_praet_act,1
отуманить,pf,partcp_praet_pass,1
отупеть,pf,fin_praet_indic_act,6
отупеть,pf,inf_act,1
отупеть,pf,partcp_praet_act,1
отуплять,ipf,partcp_praes_act,2
отутюжить,pf,partcp_praet_pass,3
отучать,ipf,fin_praet_indic_act,2
отучаться,ipf,fin_praes_indic_med,1
отучивать,ipf,inf_act,1
отучить,pf,inf_act,8
отучить,pf,fin_praet_indic_act,3
отучить,pf,fin_fut_indic_act,2
отучить,pf,ger_praet_act,1
отучить,pf,fin_fut_act,1
