lemma,aspect,praes,fut,praet,inf,imper,gerund,partcp.act.past,partcp.act.nonpast,partcp.pass.past,partcp.pass.nonpast,rel_usage
вскарабкаться,pf,0.0,0.05555555555555555,0.6111111111111112,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.2756276921565095e-05
вскарабкиваться,ipf,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.639586324618344e-06
вскармливать,ipf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вскатить,pf,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.639586324618344e-06
вскидывать,ipf,0.42857142857142855,0.0,0.2857142857142857,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,2.5477104272328405e-05
вскидываться,ipf,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.459379486927516e-06
вскинуть,pf,0.0,0.03636363636363636,0.7818181818181819,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.00010008862392700446
вскинуться,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1837517947710062e-05
вскипать,ipf,0.1111111111111111,0.0,0.6666666666666666,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,1.6378138460782548e-05
вскипеть,pf,0.0,0.0,0.8333333333333334,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,2.1837517947710062e-05
вскипятить,pf,0.0,0.0,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,2.001772478540089e-05
вскипятиться,pf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
всклокочить,pf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6378138460782548e-05
всколотить,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
всколыхнуть,pf,0.0,0.35714285714285715,0.5714285714285714,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,2.5477104272328405e-05
всколыхнуться,pf,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09896581154586e-06
вскользнуть,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вскопать,pf,0.0,0.125,0.125,0.25,0.0,0.0,0.0,0.0,0.5,0.0,1.4558345298473376e-05
вскормить,pf,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.07692307692307693,0.23076923076923078,0.0,0.46153846153846156,0.0,2.3657311110019234e-05
вскочить,pf,0.0,0.02145922746781116,0.8755364806866953,0.06866952789699571,0.004291845493562232,0.02575107296137339,0.004291845493562232,0.0,0.0,0.0,0.00042401180681803704
вскрикивать,ipf,0.2222222222222222,0.0,0.5925925925925926,0.037037037037037035,0.0,0.1111111111111111,0.037037037037037035,0.0,0.0,0.0,4.913441538234764e-05
вскрикнуть,pf,0.0,0.02197802197802198,0.945054945054945,0.03296703296703297,0.0,0.0,0.0,0.0,0.0,0.0,0.00016560117777013463
вскрывать,ipf,0.3157894736842105,0.0,0.21052631578947367,0.2631578947368421,0.05263157894736842,0.10526315789473684,0.0,0.05263157894736842,0.0,0.0,3.457607008387427e-05
вскрываться,ipf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вскрыть,pf,0.0,0.1276595744680851,0.3829787234042553,0.23404255319148937,0.0,0.0425531914893617,0.02127659574468085,0.0,0.19148936170212766,0.0,8.553027862853108e-05
вскрыться,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вслушаться,pf,0.0,0.1,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-05
вслушиваться,ipf,0.2571428571428571,0.0,0.5142857142857142,0.14285714285714285,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,6.369276068082101e-05
всматриваться,ipf,0.20754716981132076,0.0,0.5094339622641509,0.1320754716981132,0.0,0.1509433962264151,0.0,0.0,0.0,0.0,9.644903760238611e-05
всмотреться,pf,0.0,0.0,0.42857142857142855,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.0,0.0,0.0,0.0,2.5477104272328405e-05
всовывать,ipf,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,5.459379486927516e-06
всосать,pf,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0918758973855031e-05
всосаться,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вспарить,pf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вспархивать,ipf,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.459379486927516e-06
вспарывать,ipf,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.459379486927516e-06
вспахать,pf,0.0,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,2.3657311110019234e-05
вспенивать,ipf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.639586324618344e-06
вспенить,pf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.459379486927516e-06
вспениться,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
всплеснуть,pf,0.0,0.0,0.8709677419354839,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.0,0.0,0.0,0.0,5.641358803158433e-05
всплеснуться,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
всплывать,ipf,0.5405405405405406,0.0,0.35135135135135137,0.02702702702702703,0.0,0.05405405405405406,0.0,0.02702702702702703,0.0,0.0,6.733234700543936e-05
всплыть,pf,0.0,0.21951219512195122,0.6341463414634146,0.024390243902439025,0.0,0.024390243902439025,0.0975609756097561,0.0,0.0,0.0,7.461151965467606e-05
вспоить,pf,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,3.639586324618344e-06
всползать,ipf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
всполошить,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
всполошиться,pf,0.0,0.0,0.8571428571428571,0.10714285714285714,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,5.095420854465681e-05
вспоминать,ipf,0.30634278002699056,0.016194331983805668,0.3724696356275304,0.1794871794871795,0.010796221322537112,0.10526315789473684,0.0,0.006747638326585695,0.0,0.002699055330634278,0.0013484667332710964
вспоминаться,ipf,0.5376344086021505,0.010752688172043012,0.44086021505376344,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.000169240764094753
вспомнить,pf,0.0,0.08213944603629417,0.5959885386819485,0.1977077363896848,0.07927411652340019,0.04393505253104107,0.0009551098376313276,0.0,0.0,0.0,0.001905323440937703
вспомниться,pf,0.0,0.03296703296703297,0.967032967032967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016560117777013463
вспомянуть,pf,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,3.639586324618344e-06
вспороть,pf,0.0,0.0,0.625,0.0,0.0,0.125,0.0,0.0,0.25,0.0,1.4558345298473376e-05
вспорхнуть,pf,0.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,1.2738552136164203e-05
вспотеть,pf,0.0,0.03571428571428571,0.6428571428571429,0.0,0.0,0.0,0.32142857142857145,0.0,0.0,0.0,5.095420854465681e-05
вспрыгивать,ipf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вспрыгнуть,pf,0.0,0.0,0.5,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0918758973855031e-05
вспугивать,ipf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вспугнуть,pf,0.0,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.36363636363636365,0.0,2.001772478540089e-05
вспухать,ipf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вспухнуть,pf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.639586324618344e-06
вспучивать,ipf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вспучить,pf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.819793162309172e-06
вспыхивать,ipf,0.19753086419753085,0.0,0.6296296296296297,0.037037037037037035,0.0,0.04938271604938271,0.012345679012345678,0.07407407407407407,0.0,0.0,0.00014740324614704293
вспыхнуть,pf,0.0,0.12037037037037036,0.7685185185185185,0.027777777777777776,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.00019653766152939056
вставать,ipf,0.30279898218829515,0.010178117048346057,0.2926208651399491,0.16793893129770993,0.1475826972010178,0.07124681933842239,0.0,0.007633587786259542,0.0,0.0,0.0007151787127875046
вставить,pf,0.0,0.12871287128712872,0.48514851485148514,0.22772277227722773,0.009900990099009901,0.019801980198019802,0.0,0.0,0.12871287128712872,0.0,0.00018379910939322636
вставлять,ipf,0.42857142857142855,0.0,0.30612244897959184,0.12244897959183673,0.0,0.10204081632653061,0.0,0.02040816326530612,0.0,0.02040816326530612,8.916986495314943e-05
вставляться,ipf,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2738552136164203e-05
встать,ipf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
встать,pf,0.0,0.06633165829145729,0.75678391959799,0.12663316582914572,0.023115577889447236,0.018090452261306532,0.009045226130653266,0.0,0.0,0.0,0.0018106941964976262
встраиваться,ipf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
встревать,ipf,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,1.2738552136164203e-05
встревожить,pf,0.0,0.11428571428571428,0.2571428571428571,0.02857142857142857,0.0,0.0,0.0,0.0,0.6,0.0,6.369276068082101e-05
встревожиться,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.639586324618344e-05
встрепать,pf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2738552136164203e-05
встретить,pf,0.0,0.17712177121771217,0.551660516605166,0.18265682656826568,0.005535055350553505,0.04428044280442804,0.005535055350553505,0.0,0.033210332103321034,0.0,0.0009863278939715712
встретиться,pf,0.0,0.1473429951690821,0.5579710144927537,0.2536231884057971,0.014492753623188406,0.026570048309178744,0.0,0.0,0.0,0.0,0.0007533943691959972
встречать,ipf,0.24788732394366197,0.016901408450704224,0.4450704225352113,0.14084507042253522,0.011267605633802818,0.056338028169014086,0.028169014084507043,0.04225352112676056,0.0,0.011267605633802818,0.000646026572619756
встречаться,ipf,0.47244094488188976,0.01968503937007874,0.3405511811023622,0.12992125984251968,0.001968503937007874,0.03543307086614173,0.0,0.0,0.0,0.0,0.0009244549264530594
встроить,pf,0.0,0.0625,0.03125,0.0,0.0,0.0,0.0,0.0,0.90625,0.0,5.8233381193893504e-05
встрять,pf,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-05
встряхивать,ipf,0.17647058823529413,0.0,0.4117647058823529,0.058823529411764705,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,3.0936483759255924e-05
встряхивать,pf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
встряхиваться,ipf,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0918758973855031e-05
встряхнуть,pf,0.0,0.0625,0.625,0.28125,0.03125,0.0,0.0,0.0,0.0,0.0,5.8233381193893504e-05
встряхнуться,pf,0.0,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.6378138460782548e-05
вступать,ipf,0.4943181818181818,0.0,0.17045454545454544,0.23863636363636365,0.005681818181818182,0.03977272727272727,0.0,0.05113636363636364,0.0,0.0,0.00032028359656641425
вступаться,ipf,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.639586324618344e-06
вступить,pf,0.0,0.07106598984771574,0.5786802030456852,0.26903553299492383,0.01015228426395939,0.03553299492385787,0.03553299492385787,0.0,0.0,0.0,0.0003584992529749069
вступиться,pf,0.0,0.041666666666666664,0.5416666666666666,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,4.3675035895420125e-05
всунуть,pf,0.0,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,2.1837517947710062e-05
всунуться,pf,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,5.459379486927516e-06
всучивать,ipf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.459379486927516e-06
всучить,pf,0.0,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,2.001772478540089e-05
всхлипнуть,pf,0.0,0.08,0.88,0.0,0.0,0.04,0.0,0.0,0.0,0.0,4.5494829057729296e-05
всхлипывать,ipf,0.1111111111111111,0.0,0.4166666666666667,0.08333333333333333,0.0,0.3333333333333333,0.0,0.05555555555555555,0.0,0.0,6.551255384313019e-05
всходить,ipf,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.2738552136164203e-05
всыпать,pf,0.0,0.3076923076923077,0.07692307692307693,0.5384615384615384,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,2.3657311110019234e-05
вталкивать,ipf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
втаптывать,ipf,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.639586324618344e-06
втаскивать,ipf,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.639586324618344e-06
втащить,pf,0.0,0.0,0.7647058823529411,0.17647058823529413,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,3.0936483759255924e-05
втекать,ipf,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,1.6378138460782548e-05
втемяшиться,pf,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.459379486927516e-06
втереть,pf,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,9.09896581154586e-06
втереться,pf,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0918758973855031e-05
втеснить,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
втирать,ipf,0.4666666666666667,0.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,2.729689743463758e-05
втираться,ipf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.639586324618344e-06
втискивать,ipf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
втискиваться,ipf,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.2738552136164203e-05
втиснуть,pf,0.0,0.0,0.26666666666666666,0.5333333333333333,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,2.729689743463758e-05
втиснуться,pf,0.0,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,2.001772478540089e-05
втолкнуть,pf,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.2738552136164203e-05
втолкнуться,pf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
втолковать,pf,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,7.279172649236688e-06
втолковывать,ipf,0.2,0.0,0.4666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.729689743463758e-05
втоптать,pf,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0918758973855031e-05
вторгаться,ipf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.279172649236688e-06
вторгнуться,pf,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.1837517947710062e-05
втравить,pf,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0918758973855031e-05
втрамбовать,pf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
втыкать,ipf,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0918758973855031e-05
втыкаться,ipf,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.639586324618344e-06
втягивать,ipf,0.2857142857142857,0.047619047619047616,0.42857142857142855,0.047619047619047616,0.0,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.0,3.821565640849261e-05
втягиваться,ipf,0.5384615384615384,0.0,0.3076923076923077,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,2.3657311110019234e-05
втянуть,pf,0.0,0.11904761904761904,0.5714285714285714,0.14285714285714285,0.0,0.07142857142857142,0.023809523809523808,0.0,0.07142857142857142,0.0,7.643131281698522e-05
втянуться,pf,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2738552136164203e-05
входить,ipf,0.47633136094674555,0.0073964497041420114,0.2455621301775148,0.047337278106508875,0.013313609467455622,0.04585798816568047,0.022189349112426034,0.14201183431952663,0.0,0.0,0.0012301801777210002
вцепиться,pf,0.0,0.02857142857142857,0.7,0.1,0.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.00012738552136164202
вцепляться,ipf,0.375,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.4558345298473376e-05
вчитаться,pf,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,5.459379486927516e-06
вчитываться,ipf,0.3,0.0,0.1,0.3,0.0,0.3,0.0,0.0,0.0,0.0,1.819793162309172e-05
вшивать,ipf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вшиветь,ipf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вшить,pf,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,7.279172649236688e-06
въезжать,ipf,0.4230769230769231,0.0,0.46153846153846156,0.038461538461538464,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,4.731462222003847e-05
въесться,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6378138460782548e-05
въехать,pf,0.0,0.125,0.7083333333333334,0.125,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,8.735007179084025e-05
выбалтывать,ipf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
выбегать,ipf,0.375,0.0,0.53125,0.03125,0.0,0.03125,0.0,0.03125,0.0,0.0,5.8233381193893504e-05
выбежать,pf,0.0,0.04918032786885246,0.9344262295081968,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.00011100738290085949
выбелить,pf,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,1.0918758973855031e-05
выбивать,ipf,0.2962962962962963,0.0,0.4074074074074074,0.18518518518518517,0.0,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,4.913441538234764e-05
выбиваться,ipf,0.4117647058823529,0.0,0.4117647058823529,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,3.0936483759255924e-05
выбирать,ipf,0.29245283018867924,0.012578616352201259,0.20125786163522014,0.31761006289308175,0.050314465408805034,0.09748427672955975,0.0031446540880503146,0.009433962264150943,0.0,0.015723270440251572,0.0005786942256143167
выбираться,ipf,0.3918918918918919,0.013513513513513514,0.28378378378378377,0.22972972972972974,0.013513513513513514,0.06756756756756757,0.0,0.0,0.0,0.0,0.0001346646940108787
выбить,pf,0.0,0.11956521739130435,0.2826086956521739,0.11956521739130435,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.0,0.44565217391304346,0.0,0.0001674209709324438
выбиться,pf,0.0,0.10526315789473684,0.7368421052631579,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,3.457607008387427e-05
выболтать,pf,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,5.459379486927516e-06
выбраковать,pf,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,3.639586324618344e-06
выбрасывать,ipf,0.2898550724637681,0.057971014492753624,0.2608695652173913,0.2028985507246377,0.028985507246376812,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.0,0.043478260869565216,0.00012556572819933287
выбрасываться,ipf,0.3333333333333333,0.0,0.5555555555555556,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.6378138460782548e-05
выбрать,pf,0.0,0.1172566371681416,0.4314159292035398,0.2079646017699115,0.022123893805309734,0.030973451327433628,0.00663716814159292,0.0,0.1836283185840708,0.0,0.0008225465093637457
выбраться,pf,0.0,0.04580152671755725,0.5190839694656488,0.3816793893129771,0.0,0.05343511450381679,0.0,0.0,0.0,0.0,0.00023839290426250152
выбредать,ipf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
выбрести,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
выбрить,pf,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.9642857142857143,0.0,5.095420854465681e-05
выбросить,pf,0.0,0.1015625,0.4375,0.2109375,0.0390625,0.015625,0.0,0.0,0.1953125,0.0,0.00023293352477557402
выброситься,pf,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.2738552136164203e-05
выбрызгивать,ipf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
выбрызнуть,pf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
выбывать,ipf,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.459379486927516e-06
выбыть,pf,0.0,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,2.729689743463758e-05
вываливать,ipf,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.2738552136164203e-05
вываливаться,ipf,0.42857142857142855,0.0,0.5,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,2.5477104272328405e-05
вывалить,pf,0.0,0.1111111111111111,0.5555555555555556,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.0,0.1111111111111111,0.0,3.2756276921565095e-05
вывалиться,pf,0.0,0.04,0.84,0.12,0.0,0.0,0.0,0.0,0.0,0.0,4.5494829057729296e-05
вывалять,pf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вываривать,ipf,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.459379486927516e-06
вывариваться,ipf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
выварить,pf,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0918758973855031e-05
выведать,pf,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,5.459379486927516e-06
выведывать,ipf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вывезти,pf,0.0,0.07317073170731707,0.4024390243902439,0.23170731707317074,0.012195121951219513,0.0,0.012195121951219513,0.0,0.2682926829268293,0.0,0.0001492230393093521
выверить,pf,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,2.1837517947710062e-05
вывернуть,pf,0.0,0.06451612903225806,0.46774193548387094,0.06451612903225806,0.016129032258064516,0.04838709677419355,0.016129032258064516,0.0,0.3225806451612903,0.0,0.00011282717606316867
вывернуться,pf,0.0,0.09090909090909091,0.5454545454545454,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,2.001772478540089e-05
выверять,ipf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вывесить,pf,0.0,0.125,0.25,0.3125,0.0,0.0,0.0,0.0,0.3125,0.0,2.9116690596946752e-05
вывести,pf,0.0,0.15151515151515152,0.42857142857142855,0.2510822510822511,0.008658008658008658,0.004329004329004329,0.004329004329004329,0.0,0.15151515151515152,0.0,0.00042037222049341874
вывестись,pf,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.279172649236688e-06
выветриваться,ipf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
выветрить,pf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.819793162309172e-06
выветриться,pf,0.0,0.0,0.8461538461538461,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,2.3657311110019234e-05
вывешивать,ipf,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,2.001772478540089e-05
вывинтить,pf,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вывихивать,ipf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819793162309172e-06
вывихнуть,pf,0.0,0.125,0.75,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.4558345298473376e-05
выводить,ipf,0.35714285714285715,0.008928571428571428,0.35714285714285715,0.20535714285714285,0.0,0.017857142857142856,0.008928571428571428,0.03571428571428571,0.0,0.008928571428571428,0.00020381683417862724
